val_loss,step,val_acc,epoch,train_acc,train_loss,test_acc
0.0,57,1.0,28,,,
,57,,28,0.800000011920929,0.3944372534751892,
0.0,59,1.0,29,,,
,59,,29,0.8444444537162781,0.3609946370124817,
0.0,61,1.0,30,,,
,61,,30,0.8222222328186035,0.3714912533760071,
0.0,63,1.0,31,,,
,63,,31,0.8111110925674438,0.3717954456806183,
0.0,65,1.0,32,,,
,65,,32,0.7888888716697693,0.43880030512809753,
0.0,67,1.0,33,,,
,67,,33,0.7888888716697693,0.4143572151660919,
0.0,69,1.0,34,,,
,69,,34,0.8111110925674438,0.3696914613246918,
0.0,71,1.0,35,,,
,71,,35,0.8666666746139526,0.3387535810470581,
0.0,73,1.0,36,,,
,73,,36,0.8111110925674438,0.40671756863594055,
0.0,75,1.0,37,,,
,75,,37,0.8111110925674438,0.3451179265975952,
0.0,77,1.0,38,,,
,77,,38,0.8333333134651184,0.3799222409725189,
0.0,79,1.0,39,,,
,79,,39,0.800000011920929,0.36405521631240845,
0.0,81,1.0,40,,,
,81,,40,0.855555534362793,0.33146628737449646,
0.0,83,1.0,41,,,
,83,,41,0.8444444537162781,0.3529837429523468,
0.0,85,1.0,42,,,
,85,,42,0.8666666746139526,0.3307293653488159,
0.0,87,1.0,43,,,
,87,,43,0.855555534362793,0.3187255859375,
0.0,89,1.0,44,,,
,89,,44,0.8111110925674438,0.37646374106407166,
0.0,91,1.0,45,,,
,91,,45,0.8333333134651184,0.3237837255001068,
0.0,93,1.0,46,,,
,93,,46,0.855555534362793,0.3351184129714966,
0.0,95,1.0,47,,,
,95,,47,0.8222222328186035,0.4162677824497223,
0.0,97,1.0,48,,,
,97,,48,0.8111110925674438,0.3549383282661438,
0.0,99,1.0,49,,,
,99,,49,0.855555534362793,0.34167200326919556,
0.0,101,1.0,50,,,
,101,,50,0.800000011920929,0.38199254870414734,
0.0,103,1.0,51,,,
,103,,51,0.8333333134651184,0.3226087987422943,
0.0,105,1.0,52,,,
,105,,52,0.8333333134651184,0.33046799898147583,
0.0,107,1.0,53,,,
,107,,53,0.800000011920929,0.35615548491477966,
0.0,109,1.0,54,,,
,109,,54,0.8222222328186035,0.349968284368515,
0.0,111,1.0,55,,,
,111,,55,0.8222222328186035,0.3765830993652344,
0.0,113,1.0,56,,,
,113,,56,0.855555534362793,0.3786747455596924,
0.0,115,1.0,57,,,
,115,,57,0.8222222328186035,0.35378754138946533,
0.0,117,1.0,58,,,
,117,,58,0.855555534362793,0.34884676337242126,
0.0,119,1.0,59,,,
,119,,59,0.800000011920929,0.3764248788356781,
0.0,121,1.0,60,,,
,121,,60,0.8111110925674438,0.32834985852241516,
0.0,123,1.0,61,,,
,123,,61,0.8222222328186035,0.34896472096443176,
0.0,125,1.0,62,,,
,125,,62,0.800000011920929,0.3874029517173767,
0.0,127,1.0,63,,,
,127,,63,0.7444444298744202,0.47637519240379333,
0.0,129,1.0,64,,,
,129,,64,0.855555534362793,0.3327082693576813,
0.0,131,1.0,65,,,
,131,,65,0.8222222328186035,0.36002790927886963,
0.0,133,1.0,66,,,
,133,,66,0.855555534362793,0.32385963201522827,
0.0,135,1.0,67,,,
,135,,67,0.8333333134651184,0.34989139437675476,
0.0,137,1.0,68,,,
,137,,68,0.855555534362793,0.33456653356552124,
0.0,139,1.0,69,,,
,139,,69,0.855555534362793,0.3216753304004669,
0.0,141,1.0,70,,,
,141,,70,0.8222222328186035,0.3342639207839966,
0.0,143,1.0,71,,,
,143,,71,0.8222222328186035,0.3486413061618805,
0.0,145,1.0,72,,,
,145,,72,0.8111110925674438,0.38334032893180847,
0.0,147,1.0,73,,,
,147,,73,0.8444444537162781,0.33203014731407166,
0.0,149,1.0,74,,,
,149,,74,0.8777777552604675,0.3045445680618286,
0.0,151,1.0,75,,,
,151,,75,0.8222222328186035,0.3641565144062042,
0.0,153,1.0,76,,,
,153,,76,0.855555534362793,0.3286468982696533,
0.0,155,1.0,77,,,
,155,,77,0.8222222328186035,0.31586211919784546,
0.0,157,1.0,78,,,
,157,,78,0.800000011920929,0.3295108675956726,
0.0,159,1.0,79,,,
,159,,79,0.8444444537162781,0.31717631220817566,
0.0,161,1.0,80,,,
,161,,80,0.8111110925674438,0.35878655314445496,
0.0,163,1.0,81,,,
,163,,81,0.8666666746139526,0.3325248658657074,
0.0,165,1.0,82,,,
,165,,82,0.8111110925674438,0.34853604435920715,
0.0,167,1.0,83,,,
,167,,83,0.855555534362793,0.35986801981925964,
0.0,169,1.0,84,,,
,169,,84,0.8111110925674438,0.3363036811351776,
0.0,171,1.0,85,,,
,171,,85,0.8444444537162781,0.3753718137741089,
0.0,173,1.0,86,,,
,173,,86,0.8444444537162781,0.31630706787109375,
0.0,175,1.0,87,,,
,175,,87,0.8333333134651184,0.3311101198196411,
0.0,177,1.0,88,,,
,177,,88,0.8333333134651184,0.3296952545642853,
0.0,179,1.0,89,,,
,179,,89,0.8333333134651184,0.35383912920951843,
0.0,181,1.0,90,,,
,181,,90,0.8444444537162781,0.3450166583061218,
0.0,183,1.0,91,,,
,183,,91,0.855555534362793,0.33630433678627014,
0.0,185,1.0,92,,,
,185,,92,0.8222222328186035,0.31671279668807983,
0.0,187,1.0,93,,,
,187,,93,0.8444444537162781,0.32454368472099304,
0.0,189,1.0,94,,,
,189,,94,0.7888888716697693,0.40069207549095154,
0.0,191,1.0,95,,,
,191,,95,0.8666666746139526,0.34706971049308777,
0.0,193,1.0,96,,,
,193,,96,0.8222222328186035,0.41629651188850403,
0.0,195,1.0,97,,,
,195,,97,0.800000011920929,0.3653638958930969,
0.0,197,1.0,98,,,
,197,,98,0.8444444537162781,0.3325950801372528,
0.0,199,1.0,99,,,
,199,,99,0.855555534362793,0.32820209860801697,
0.0,201,1.0,100,,,
,201,,100,0.8333333134651184,0.3477661907672882,
0.0,203,1.0,101,,,
,203,,101,0.8333333134651184,0.3557300865650177,
0.0,205,1.0,102,,,
,205,,102,0.8111110925674438,0.32910093665122986,
0.0,207,1.0,103,,,
,207,,103,0.8444444537162781,0.3369891941547394,
0.0,209,1.0,104,,,
,209,,104,0.855555534362793,0.3649466633796692,
0.0,211,1.0,105,,,
,211,,105,0.8777777552604675,0.33083027601242065,
0.0,213,1.0,106,,,
,213,,106,0.8333333134651184,0.34460464119911194,
0.0,215,1.0,107,,,
,215,,107,0.855555534362793,0.3430962562561035,
0.0,217,1.0,108,,,
,217,,108,0.8444444537162781,0.35113564133644104,
0.0,219,1.0,109,,,
,219,,109,0.8333333134651184,0.3470763862133026,
0.0,221,1.0,110,,,
,221,,110,0.8888888955116272,0.3164093792438507,
0.0,223,1.0,111,,,
,223,,111,0.855555534362793,0.3461875021457672,
0.0,225,1.0,112,,,
,225,,112,0.8666666746139526,0.305497407913208,
0.0,227,1.0,113,,,
,227,,113,0.8444444537162781,0.3344079256057739,
0.0,229,1.0,114,,,
,229,,114,0.8777777552604675,0.29116159677505493,
0.0,231,1.0,115,,,
,231,,115,0.8333333134651184,0.34884199500083923,
0.0,233,1.0,116,,,
,233,,116,0.8333333134651184,0.3734927773475647,
0.0,235,1.0,117,,,
,235,,117,0.8222222328186035,0.3605223000049591,
0.0,237,1.0,118,,,
,237,,118,0.8444444537162781,0.3472699820995331,
0.0,239,1.0,119,,,
,239,,119,0.8333333134651184,0.39834824204444885,
0.0,241,1.0,120,,,
,241,,120,0.855555534362793,0.3259061574935913,
0.0,243,1.0,121,,,
,243,,121,0.8222222328186035,0.37075313925743103,
0.0,245,1.0,122,,,
,245,,122,0.8333333134651184,0.3319461941719055,
0.0,247,1.0,123,,,
,247,,123,0.8333333134651184,0.3348791003227234,
0.0,249,1.0,124,,,
,249,,124,0.8222222328186035,0.35163766145706177,
0.0,251,1.0,125,,,
,251,,125,0.8444444537162781,0.33460870385169983,
0.0,253,1.0,126,,,
,253,,126,0.8666666746139526,0.33502769470214844,
0.0,255,1.0,127,,,
,255,,127,0.8444444537162781,0.31592628359794617,
0.0,257,1.0,128,,,
,257,,128,0.855555534362793,0.3320463299751282,
0.0,259,1.0,129,,,
,259,,129,0.8333333134651184,0.34919458627700806,
0.0,261,1.0,130,,,
,261,,130,0.8333333134651184,0.3439175486564636,
0.0,263,1.0,131,,,
,263,,131,0.8111110925674438,0.34014400839805603,
0.0,265,1.0,132,,,
,265,,132,0.8444444537162781,0.34495609998703003,
0.0,267,1.0,133,,,
,267,,133,0.855555534362793,0.33176037669181824,
0.0,269,1.0,134,,,
,269,,134,0.8444444537162781,0.3208281099796295,
0.0,271,1.0,135,,,
,271,,135,0.8444444537162781,0.3655141592025757,
0.0,273,1.0,136,,,
,273,,136,0.8444444537162781,0.3068503141403198,
0.0,275,1.0,137,,,
,275,,137,0.8444444537162781,0.37898653745651245,
0.0,277,1.0,138,,,
,277,,138,0.855555534362793,0.31599336862564087,
0.0,279,1.0,139,,,
,279,,139,0.8444444537162781,0.34704187512397766,
0.0,281,1.0,140,,,
,281,,140,0.855555534362793,0.3223676085472107,
0.0,283,1.0,141,,,
,283,,141,0.8666666746139526,0.3180135190486908,
0.0,285,1.0,142,,,
,285,,142,0.8444444537162781,0.35249966382980347,
0.0,287,1.0,143,,,
,287,,143,0.8111110925674438,0.3558220863342285,
0.0,289,1.0,144,,,
,289,,144,0.8333333134651184,0.3254886567592621,
0.0,291,1.0,145,,,
,291,,145,0.8444444537162781,0.3226442039012909,
0.0,293,1.0,146,,,
,293,,146,0.8333333134651184,0.3102174401283264,
0.0,295,1.0,147,,,
,295,,147,0.8444444537162781,0.32468706369400024,
0.0,297,1.0,148,,,
,297,,148,0.8222222328186035,0.3553025424480438,
0.0,299,1.0,149,,,
,299,,149,0.8777777552604675,0.28783780336380005,
0.0,301,1.0,150,,,
,301,,150,0.8777777552604675,0.3163299262523651,
0.0,303,1.0,151,,,
,303,,151,0.8666666746139526,0.30840834975242615,
0.0,305,1.0,152,,,
,305,,152,0.8222222328186035,0.3387383222579956,
0.0,307,1.0,153,,,
,307,,153,0.800000011920929,0.3714030086994171,
0.0,309,1.0,154,,,
,309,,154,0.855555534362793,0.37050116062164307,
0.0,311,1.0,155,,,
,311,,155,0.855555534362793,0.36512166261672974,
0.0,313,1.0,156,,,
,313,,156,0.8333333134651184,0.36235466599464417,
0.0,315,1.0,157,,,
,315,,157,0.8111110925674438,0.3617028594017029,
0.0,317,1.0,158,,,
,317,,158,0.8444444537162781,0.36424878239631653,
0.0,319,1.0,159,,,
,319,,159,0.8666666746139526,0.3441610634326935,
0.0,321,1.0,160,,,
,321,,160,0.8444444537162781,0.3044702410697937,
0.0,323,1.0,161,,,
,323,,161,0.8666666746139526,0.33318206667900085,
0.0,325,1.0,162,,,
,325,,162,0.8222222328186035,0.36223289370536804,
0.0,327,1.0,163,,,
,327,,163,0.8333333134651184,0.30917707085609436,
0.0,329,1.0,164,,,
,329,,164,0.8333333134651184,0.32441261410713196,
0.0,331,1.0,165,,,
,331,,165,0.8333333134651184,0.31533676385879517,
0.0,333,1.0,166,,,
,333,,166,0.8444444537162781,0.31269195675849915,
0.0,335,1.0,167,,,
,335,,167,0.8444444537162781,0.34101006388664246,
0.0,337,1.0,168,,,
,337,,168,0.855555534362793,0.3368147611618042,
0.0,339,1.0,169,,,
,339,,169,0.8222222328186035,0.33554428815841675,
0.0,341,1.0,170,,,
,341,,170,0.8666666746139526,0.2948298454284668,
0.0,343,1.0,171,,,
,343,,171,0.8222222328186035,0.33131831884384155,
0.0,345,1.0,172,,,
,345,,172,0.8777777552604675,0.3105456829071045,
0.0,347,1.0,173,,,
,347,,173,0.8111110925674438,0.3444431722164154,
0.0,349,1.0,174,,,
,349,,174,0.8333333134651184,0.355508029460907,
0.0,351,1.0,175,,,
,351,,175,0.855555534362793,0.3257782757282257,
0.0,353,1.0,176,,,
,353,,176,0.8666666746139526,0.305848091840744,
0.0,355,1.0,177,,,
,355,,177,0.8666666746139526,0.3016410768032074,
0.0,357,1.0,178,,,
,357,,178,0.8333333134651184,0.34252652525901794,
0.0,359,1.0,179,,,
,359,,179,0.8777777552604675,0.3190373480319977,
0.0,361,1.0,180,,,
,361,,180,0.8444444537162781,0.32504135370254517,
0.0,363,1.0,181,,,
,363,,181,0.8666666746139526,0.2878727912902832,
0.0,365,1.0,182,,,
,365,,182,0.8666666746139526,0.272584468126297,
0.0,367,1.0,183,,,
,367,,183,0.8333333134651184,0.31709301471710205,
0.0,369,1.0,184,,,
,369,,184,0.8333333134651184,0.3698357343673706,
0.0,371,1.0,185,,,
,371,,185,0.8777777552604675,0.3085700273513794,
0.0,373,1.0,186,,,
,373,,186,0.8777777552604675,0.3171658217906952,
0.0,375,1.0,187,,,
,375,,187,0.8222222328186035,0.360886812210083,
0.0,377,1.0,188,,,
,377,,188,0.8444444537162781,0.34330806136131287,
0.0,379,1.0,189,,,
,379,,189,0.8888888955116272,0.28787386417388916,
0.0,381,1.0,190,,,
,381,,190,0.8333333134651184,0.3453686535358429,
0.0,383,1.0,191,,,
,383,,191,0.855555534362793,0.3269173204898834,
0.0,385,1.0,192,,,
,385,,192,0.8111110925674438,0.3655484616756439,
0.0,387,1.0,193,,,
,387,,193,0.855555534362793,0.31066957116127014,
0.0,389,1.0,194,,,
,389,,194,0.8333333134651184,0.3278658092021942,
0.0,391,1.0,195,,,
,391,,195,0.8666666746139526,0.2949327826499939,
0.0,393,1.0,196,,,
,393,,196,0.8444444537162781,0.3128536343574524,
0.0,395,1.0,197,,,
,395,,197,0.855555534362793,0.3277825713157654,
0.0,397,1.0,198,,,
,397,,198,0.8222222328186035,0.34284400939941406,
0.0,399,1.0,199,,,
,399,,199,0.8444444537162781,0.27682459354400635,
,400,,200,,,0.7666666507720947
,400,,200,,,1.0
