epoch,val_acc,step,val_loss,train_loss,train_acc,test_acc
75,1.0,151,0.0,,,
75,,151,,0.3681776225566864,0.8444444537162781,
76,1.0,153,0.0,,,
76,,153,,0.3237583637237549,0.8444444537162781,
77,1.0,155,0.0,,,
77,,155,,0.31889787316322327,0.8222222328186035,
78,1.0,157,0.0,,,
78,,157,,0.32309454679489136,0.8111110925674438,
79,1.0,159,0.0,,,
79,,159,,0.3150792717933655,0.855555534362793,
80,1.0,161,0.0,,,
80,,161,,0.34986841678619385,0.8111110925674438,
81,1.0,163,0.0,,,
81,,163,,0.34358835220336914,0.8666666746139526,
82,1.0,165,0.0,,,
82,,165,,0.35527053475379944,0.8222222328186035,
83,1.0,167,0.0,,,
83,,167,,0.3620641827583313,0.8444444537162781,
84,1.0,169,0.0,,,
84,,169,,0.33726567029953003,0.800000011920929,
85,1.0,171,0.0,,,
85,,171,,0.370123028755188,0.855555534362793,
86,1.0,173,0.0,,,
86,,173,,0.3157135546207428,0.8444444537162781,
87,1.0,175,0.0,,,
87,,175,,0.3325042426586151,0.8444444537162781,
88,1.0,177,0.0,,,
88,,177,,0.329727441072464,0.8333333134651184,
89,1.0,179,0.0,,,
89,,179,,0.3623391091823578,0.8333333134651184,
90,1.0,181,0.0,,,
90,,181,,0.3441198170185089,0.8444444537162781,
91,1.0,183,0.0,,,
91,,183,,0.34233537316322327,0.855555534362793,
92,1.0,185,0.0,,,
92,,185,,0.31747955083847046,0.8444444537162781,
93,1.0,187,0.0,,,
93,,187,,0.33175531029701233,0.855555534362793,
94,1.0,189,0.0,,,
94,,189,,0.4013599753379822,0.7888888716697693,
95,1.0,191,0.0,,,
95,,191,,0.35411536693573,0.855555534362793,
96,1.0,193,0.0,,,
96,,193,,0.4171779751777649,0.8222222328186035,
97,1.0,195,0.0,,,
97,,195,,0.36223772168159485,0.800000011920929,
98,1.0,197,0.0,,,
98,,197,,0.33427128195762634,0.8444444537162781,
99,1.0,199,0.0,,,
99,,199,,0.3177817165851593,0.855555534362793,
100,1.0,201,0.0,,,
100,,201,,0.3506581485271454,0.8333333134651184,
101,1.0,203,0.0,,,
101,,203,,0.34029147028923035,0.8333333134651184,
102,1.0,205,0.0,,,
102,,205,,0.3323673605918884,0.8111110925674438,
103,1.0,207,0.0,,,
103,,207,,0.33300939202308655,0.8444444537162781,
104,1.0,209,0.0,,,
104,,209,,0.3633803427219391,0.8444444537162781,
105,1.0,211,0.0,,,
105,,211,,0.3262348175048828,0.8777777552604675,
106,1.0,213,0.0,,,
106,,213,,0.3385106921195984,0.800000011920929,
107,1.0,215,0.0,,,
107,,215,,0.3394172787666321,0.8444444537162781,
108,1.0,217,0.0,,,
108,,217,,0.34976667165756226,0.8444444537162781,
109,1.0,219,0.0,,,
109,,219,,0.34368380904197693,0.8333333134651184,
110,1.0,221,0.0,,,
110,,221,,0.3197233974933624,0.8777777552604675,
111,1.0,223,0.0,,,
111,,223,,0.3474126160144806,0.855555534362793,
112,1.0,225,0.0,,,
112,,225,,0.3028290271759033,0.8666666746139526,
113,1.0,227,0.0,,,
113,,227,,0.3261781334877014,0.8333333134651184,
114,1.0,229,0.0,,,
114,,229,,0.2927822470664978,0.8888888955116272,
115,1.0,231,0.0,,,
115,,231,,0.3425668776035309,0.8333333134651184,
116,1.0,233,0.0,,,
116,,233,,0.37250226736068726,0.8444444537162781,
117,1.0,235,0.0,,,
117,,235,,0.3558545708656311,0.8222222328186035,
118,1.0,237,0.0,,,
118,,237,,0.3423117399215698,0.8333333134651184,
119,1.0,239,0.0,,,
119,,239,,0.3911944627761841,0.8444444537162781,
120,1.0,241,0.0,,,
120,,241,,0.32987987995147705,0.855555534362793,
121,1.0,243,0.0,,,
121,,243,,0.3715709149837494,0.8111110925674438,
122,1.0,245,0.0,,,
122,,245,,0.3488903343677521,0.8333333134651184,
123,1.0,247,0.0,,,
123,,247,,0.33455178141593933,0.8333333134651184,
124,1.0,249,0.0,,,
124,,249,,0.3582634925842285,0.8111110925674438,
125,1.0,251,0.0,,,
125,,251,,0.32967498898506165,0.8444444537162781,
126,1.0,253,0.0,,,
126,,253,,0.3427678346633911,0.8666666746139526,
127,1.0,255,0.0,,,
127,,255,,0.3067190647125244,0.855555534362793,
128,1.0,257,0.0,,,
128,,257,,0.3403230309486389,0.855555534362793,
129,1.0,259,0.0,,,
129,,259,,0.3473401367664337,0.8444444537162781,
130,1.0,261,0.0,,,
130,,261,,0.3438712954521179,0.8333333134651184,
131,1.0,263,0.0,,,
131,,263,,0.3378167152404785,0.8222222328186035,
132,1.0,265,0.0,,,
132,,265,,0.3400028347969055,0.8444444537162781,
133,1.0,267,0.0,,,
133,,267,,0.32596996426582336,0.855555534362793,
134,1.0,269,0.0,,,
134,,269,,0.326710969209671,0.8444444537162781,
135,1.0,271,0.0,,,
135,,271,,0.37870630621910095,0.8333333134651184,
136,1.0,273,0.0,,,
136,,273,,0.30004721879959106,0.8444444537162781,
137,1.0,275,0.0,,,
137,,275,,0.38562873005867004,0.8333333134651184,
138,1.0,277,0.0,,,
138,,277,,0.32885244488716125,0.8666666746139526,
139,1.0,279,0.0,,,
139,,279,,0.35885462164878845,0.8444444537162781,
140,1.0,281,0.0,,,
140,,281,,0.327353835105896,0.8444444537162781,
141,1.0,283,0.0,,,
141,,283,,0.32273411750793457,0.8666666746139526,
142,1.0,285,0.0,,,
142,,285,,0.35319486260414124,0.8444444537162781,
143,1.0,287,0.0,,,
143,,287,,0.3510681688785553,0.8222222328186035,
144,1.0,289,0.0,,,
144,,289,,0.3255949318408966,0.8222222328186035,
145,1.0,291,0.0,,,
145,,291,,0.3212200701236725,0.8333333134651184,
146,1.0,293,0.0,,,
146,,293,,0.310939222574234,0.8444444537162781,
147,1.0,295,0.0,,,
147,,295,,0.3227119445800781,0.855555534362793,
148,1.0,297,0.0,,,
148,,297,,0.36748626828193665,0.8333333134651184,
149,1.0,299,0.0,,,
149,,299,,0.2873859703540802,0.8666666746139526,
150,1.0,301,0.0,,,
150,,301,,0.3208931088447571,0.8777777552604675,
151,1.0,303,0.0,,,
151,,303,,0.3084132969379425,0.8666666746139526,
152,1.0,305,0.0,,,
152,,305,,0.3510567247867584,0.8444444537162781,
153,1.0,307,0.0,,,
153,,307,,0.3785889148712158,0.7777777910232544,
154,1.0,309,0.0,,,
154,,309,,0.3743272125720978,0.8444444537162781,
155,1.0,311,0.0,,,
155,,311,,0.3744543194770813,0.8444444537162781,
156,1.0,313,0.0,,,
156,,313,,0.36660242080688477,0.8222222328186035,
157,1.0,315,0.0,,,
157,,315,,0.36970266699790955,0.8111110925674438,
158,1.0,317,0.0,,,
158,,317,,0.35604327917099,0.8333333134651184,
159,1.0,319,0.0,,,
159,,319,,0.3506256937980652,0.855555534362793,
160,1.0,321,0.0,,,
160,,321,,0.3124314844608307,0.8666666746139526,
161,1.0,323,0.0,,,
161,,323,,0.3372395932674408,0.855555534362793,
162,1.0,325,0.0,,,
162,,325,,0.37674322724342346,0.8333333134651184,
163,1.0,327,0.0,,,
163,,327,,0.30937695503234863,0.8333333134651184,
164,1.0,329,0.0,,,
164,,329,,0.3259321451187134,0.855555534362793,
165,1.0,331,0.0,,,
165,,331,,0.3145919442176819,0.8222222328186035,
166,1.0,333,0.0,,,
166,,333,,0.3284551501274109,0.8444444537162781,
167,1.0,335,0.0,,,
167,,335,,0.33898261189460754,0.8444444537162781,
168,1.0,337,0.0,,,
168,,337,,0.3514285981655121,0.8333333134651184,
169,1.0,339,0.0,,,
169,,339,,0.32989922165870667,0.8222222328186035,
170,1.0,341,0.0,,,
170,,341,,0.2935136556625366,0.8888888955116272,
171,1.0,343,0.0,,,
171,,343,,0.31967392563819885,0.8666666746139526,
172,1.0,345,0.0,,,
172,,345,,0.31529784202575684,0.8777777552604675,
173,1.0,347,0.0,,,
173,,347,,0.33530861139297485,0.8222222328186035,
174,1.0,349,0.0,,,
174,,349,,0.34442833065986633,0.800000011920929,
175,1.0,351,0.0,,,
175,,351,,0.3124193549156189,0.8444444537162781,
176,1.0,353,0.0,,,
176,,353,,0.30026522278785706,0.855555534362793,
177,1.0,355,0.0,,,
177,,355,,0.29915910959243774,0.8777777552604675,
178,1.0,357,0.0,,,
178,,357,,0.3413664996623993,0.8111110925674438,
179,1.0,359,0.0,,,
179,,359,,0.3173474669456482,0.8777777552604675,
180,1.0,361,0.0,,,
180,,361,,0.3146324157714844,0.8666666746139526,
181,1.0,363,0.0,,,
181,,363,,0.28680306673049927,0.8777777552604675,
182,1.0,365,0.0,,,
182,,365,,0.27463212609291077,0.8444444537162781,
183,1.0,367,0.0,,,
183,,367,,0.3133445680141449,0.8444444537162781,
184,1.0,369,0.0,,,
184,,369,,0.37491780519485474,0.8333333134651184,
185,1.0,371,0.0,,,
185,,371,,0.30485156178474426,0.8888888955116272,
186,1.0,373,0.0,,,
186,,373,,0.3187146782875061,0.8777777552604675,
187,1.0,375,0.0,,,
187,,375,,0.3630557954311371,0.8222222328186035,
188,1.0,377,0.0,,,
188,,377,,0.34037044644355774,0.8444444537162781,
189,1.0,379,0.0,,,
189,,379,,0.2848077416419983,0.8888888955116272,
190,1.0,381,0.0,,,
190,,381,,0.33863288164138794,0.8444444537162781,
191,1.0,383,0.0,,,
191,,383,,0.32707566022872925,0.855555534362793,
192,1.0,385,0.0,,,
192,,385,,0.3666134178638458,0.8111110925674438,
193,1.0,387,0.0,,,
193,,387,,0.3221597969532013,0.855555534362793,
194,1.0,389,0.0,,,
194,,389,,0.3157331049442291,0.8444444537162781,
195,1.0,391,0.0,,,
195,,391,,0.2998325824737549,0.855555534362793,
196,1.0,393,0.0,,,
196,,393,,0.31531986594200134,0.855555534362793,
197,1.0,395,0.0,,,
197,,395,,0.32699301838874817,0.8444444537162781,
198,1.0,397,0.0,,,
198,,397,,0.3360835015773773,0.8111110925674438,
199,1.0,399,0.0,,,
199,,399,,0.28802546858787537,0.8444444537162781,
200,,400,,,,0.7666666507720947
200,,400,,,,1.0
