val_acc,epoch,val_loss,step,train_acc,train_loss,test_acc
0.644444465637207,0,0.7127131223678589,1,,,
,0,,1,0.5111111402511597,0.6723597645759583,
0.644444465637207,1,0.6902786493301392,3,,,
,1,,3,0.699999988079071,0.6524859666824341,
0.644444465637207,2,0.6728054285049438,5,,,
,2,,5,0.699999988079071,0.643903374671936,
0.644444465637207,3,0.667244017124176,7,,,
,3,,7,0.699999988079071,0.6145749688148499,
0.644444465637207,4,0.6505231857299805,9,,,
,4,,9,0.699999988079071,0.6201404333114624,
0.644444465637207,5,0.6456344723701477,11,,,
,5,,11,0.699999988079071,0.6198300123214722,
0.644444465637207,6,0.6433039307594299,13,,,
,6,,13,0.699999988079071,0.6091171503067017,
0.644444465637207,7,0.6428578495979309,15,,,
,7,,15,0.699999988079071,0.594818651676178,
0.644444465637207,8,0.6448696851730347,17,,,
,8,,17,0.699999988079071,0.6112486124038696,
0.644444465637207,9,0.6522278785705566,19,,,
,9,,19,0.699999988079071,0.6113755702972412,
0.644444465637207,10,0.6645781397819519,21,,,
,10,,21,0.699999988079071,0.6220458745956421,
0.644444465637207,11,0.6590847373008728,23,,,
,11,,23,0.699999988079071,0.6327874064445496,
0.644444465637207,12,0.6550182700157166,25,,,
,12,,25,0.699999988079071,0.6272233724594116,
0.644444465637207,13,0.6492484211921692,27,,,
,13,,27,0.699999988079071,0.6012269258499146,
0.644444465637207,14,0.6300058960914612,29,,,
,14,,29,0.699999988079071,0.6123456954956055,
0.6666666865348816,15,0.6261619925498962,31,,,
,15,,31,0.7111111283302307,0.6114468574523926,
0.644444465637207,16,0.6253567934036255,33,,,
,16,,33,0.7333333492279053,0.6005510687828064,
0.644444465637207,17,0.6325926184654236,35,,,
,17,,35,0.699999988079071,0.6053070425987244,
0.644444465637207,18,0.6505354046821594,37,,,
,18,,37,0.7111111283302307,0.5806592106819153,
0.644444465637207,19,0.6403588056564331,39,,,
,19,,39,0.699999988079071,0.6072549819946289,
0.644444465637207,20,0.6203468441963196,41,,,
,20,,41,0.699999988079071,0.5915187001228333,
0.6888889074325562,21,0.6147400736808777,43,,,
,21,,43,0.7222222089767456,0.6244475245475769,
0.644444465637207,22,0.6224325299263,45,,,
,22,,45,0.7333333492279053,0.5898007750511169,
0.644444465637207,23,0.632777214050293,47,,,
,23,,47,0.699999988079071,0.5939009189605713,
0.644444465637207,24,0.6304192543029785,49,,,
,24,,49,0.699999988079071,0.5928688049316406,
0.6666666865348816,25,0.6175909042358398,51,,,
,25,,51,0.699999988079071,0.5827775001525879,
0.6666666865348816,26,0.6110481023788452,53,,,
,26,,53,0.7111111283302307,0.5855270624160767,
0.6888889074325562,27,0.6036185026168823,55,,,
,27,,55,0.7333333492279053,0.5853996276855469,
0.7111111283302307,28,0.5934415459632874,57,,,
,28,,57,0.7111111283302307,0.5740436315536499,
0.7333333492279053,29,0.5870158076286316,59,,,
,29,,59,0.7444444298744202,0.577734112739563,
0.7111111283302307,30,0.581645131111145,61,,,
,30,,61,0.7777777910232544,0.5743734836578369,
0.6888889074325562,31,0.5923963785171509,63,,,
,31,,63,0.7444444298744202,0.5798271894454956,
0.7333333492279053,32,0.5683481097221375,65,,,
,32,,65,0.7444444298744202,0.5409556031227112,
0.7111111283302307,33,0.5637735724449158,67,,,
,33,,67,0.7666666507720947,0.5595159530639648,
0.6888889074325562,34,0.5717259049415588,69,,,
,34,,69,0.7555555701255798,0.5267947316169739,
0.6888889074325562,35,0.5624760389328003,71,,,
,35,,71,0.7444444298744202,0.5319311618804932,
0.7777777910232544,36,0.5455010533332825,73,,,
,36,,73,0.7444444298744202,0.5612215995788574,
0.7777777910232544,37,0.5382884740829468,75,,,
,37,,75,0.7888888716697693,0.5079026818275452,
0.6666666865348816,38,0.6057945489883423,77,,,
,38,,77,0.7222222089767456,0.5462870001792908,
0.6666666865348816,39,0.5677766799926758,79,,,
,39,,79,0.7222222089767456,0.5383437275886536,
0.7555555701255798,40,0.5226880311965942,81,,,
,40,,81,0.7666666507720947,0.5090124011039734,
0.7111111283302307,41,0.5203351378440857,83,,,
,41,,83,0.7555555701255798,0.4931502342224121,
0.7777777910232544,42,0.5033925771713257,85,,,
,42,,85,0.7666666507720947,0.4480213224887848,
0.6666666865348816,43,0.5438441038131714,87,,,
,43,,87,0.7777777910232544,0.46881893277168274,
0.7555555701255798,44,0.4970695972442627,89,,,
,44,,89,0.7444444298744202,0.4746342897415161,
0.7555555701255798,45,0.4935850501060486,91,,,
,45,,91,0.8111110925674438,0.47159838676452637,
0.7111111283302307,46,0.5373044610023499,93,,,
,46,,93,0.8222222328186035,0.44659125804901123,
0.7333333492279053,47,0.46979108452796936,95,,,
,47,,95,0.7777777910232544,0.4937756061553955,
0.7555555701255798,48,0.4805779755115509,97,,,
,48,,97,0.800000011920929,0.47699618339538574,
0.7777777910232544,49,0.451293021440506,99,,,
,49,,99,0.7666666507720947,0.44180217385292053,
0.7555555701255798,50,0.5080975294113159,101,,,
,50,,101,0.7333333492279053,0.5277454853057861,
0.6888889074325562,51,0.5758774876594543,103,,,
,51,,103,0.800000011920929,0.475725382566452,
0.7111111283302307,52,0.4824241101741791,105,,,
,52,,105,0.7666666507720947,0.46125292778015137,
0.7555555701255798,53,0.4749048352241516,107,,,
,53,,107,0.7333333492279053,0.497848242521286,
0.6888889074325562,54,0.5703473687171936,109,,,
,54,,109,0.7777777910232544,0.45823660492897034,
0.800000011920929,55,0.4614544212818146,111,,,
,55,,111,0.7666666507720947,0.5012516379356384,
0.7777777910232544,56,0.4628506600856781,113,,,
,56,,113,0.800000011920929,0.43340861797332764,
0.7555555701255798,57,0.48825904726982117,115,,,
,57,,115,0.7555555701255798,0.46116846799850464,
0.7555555701255798,58,0.45570245385169983,117,,,
,58,,117,0.8111110925674438,0.435210257768631,
0.7333333492279053,59,0.4949970245361328,119,,,
,59,,119,0.7888888716697693,0.478271484375,
0.7111111283302307,60,0.547709047794342,121,,,
,60,,121,0.7777777910232544,0.44966647028923035,
0.8222222328186035,61,0.44315457344055176,123,,,
,61,,123,0.8111110925674438,0.3910127282142639,
0.7777777910232544,62,0.44022849202156067,125,,,
,62,,125,0.7555555701255798,0.47299593687057495,
0.7333333492279053,63,0.5228368639945984,127,,,
,63,,127,0.7555555701255798,0.517116904258728,
0.7777777910232544,64,0.44588109850883484,129,,,
,64,,129,0.8111110925674438,0.44166556000709534,
0.7555555701255798,65,0.4559192359447479,131,,,
,65,,131,0.7777777910232544,0.46616843342781067,
0.7333333492279053,66,0.5197516083717346,133,,,
,66,,133,0.800000011920929,0.4285893440246582,
