val_loss,step,val_acc,epoch,train_acc,train_loss,test_acc
,49,,24,0.699999988079071,0.5928688049316406,
0.6175909638404846,51,0.6666666865348816,25,,,
,51,,25,0.699999988079071,0.5827775001525879,
0.6110481023788452,53,0.6666666865348816,26,,,
,53,,26,0.7111111283302307,0.5855270624160767,
0.6036185026168823,55,0.6888889074325562,27,,,
,55,,27,0.7333333492279053,0.5853996276855469,
0.5934415459632874,57,0.7111111283302307,28,,,
,57,,28,0.7111111283302307,0.5740436315536499,
0.5870158076286316,59,0.7333333492279053,29,,,
,59,,29,0.7444444298744202,0.5777340531349182,
0.581645131111145,61,0.7111111283302307,30,,,
,61,,30,0.7777777910232544,0.5743734836578369,
0.5923963785171509,63,0.6888889074325562,31,,,
,63,,31,0.7444444298744202,0.5798271894454956,
0.5683481693267822,65,0.7333333492279053,32,,,
,65,,32,0.7444444298744202,0.5409555435180664,
0.5637735724449158,67,0.7111111283302307,33,,,
,67,,33,0.7666666507720947,0.5595159530639648,
0.5717258453369141,69,0.6888889074325562,34,,,
,69,,34,0.7555555701255798,0.5267947316169739,
0.5624760389328003,71,0.6888889074325562,35,,,
,71,,35,0.7444444298744202,0.5319311618804932,
0.5455010533332825,73,0.7777777910232544,36,,,
,73,,36,0.7444444298744202,0.5612216591835022,
0.5382884740829468,75,0.7777777910232544,37,,,
,75,,37,0.7888888716697693,0.5079027414321899,
0.6057945489883423,77,0.6666666865348816,38,,,
,77,,38,0.7222222089767456,0.5462870001792908,
0.5677766799926758,79,0.6666666865348816,39,,,
,79,,39,0.7222222089767456,0.5383437275886536,
0.5226880311965942,81,0.7555555701255798,40,,,
,81,,40,0.7666666507720947,0.5090124011039734,
0.5203351378440857,83,0.7111111283302307,41,,,
,83,,41,0.7555555701255798,0.4931502938270569,
0.5033925771713257,85,0.7777777910232544,42,,,
,85,,42,0.7666666507720947,0.4480213224887848,
0.5438441634178162,87,0.6666666865348816,43,,,
,87,,43,0.7777777910232544,0.4688189625740051,
0.4970696270465851,89,0.7555555701255798,44,,,
,89,,44,0.7444444298744202,0.4746342897415161,
0.4935849905014038,91,0.7555555701255798,45,,,
,91,,45,0.8111110925674438,0.47159838676452637,
0.5373044610023499,93,0.7111111283302307,46,,,
,93,,46,0.8222222328186035,0.44659125804901123,
0.46979108452796936,95,0.7333333492279053,47,,,
,95,,47,0.7777777910232544,0.4937756061553955,
0.4805779755115509,97,0.7555555701255798,48,,,
,97,,48,0.800000011920929,0.47699615359306335,
0.451293021440506,99,0.7777777910232544,49,,,
,99,,49,0.7666666507720947,0.44180217385292053,
0.5080975890159607,101,0.7555555701255798,50,,,
,101,,50,0.7333333492279053,0.5277454853057861,
0.5758774876594543,103,0.6888889074325562,51,,,
,103,,51,0.800000011920929,0.4757254719734192,
0.48242416977882385,105,0.7111111283302307,52,,,
,105,,52,0.7666666507720947,0.46125301718711853,
0.4749048352241516,107,0.7555555701255798,53,,,
,107,,53,0.7333333492279053,0.497848242521286,
0.5703473687171936,109,0.6888889074325562,54,,,
,109,,54,0.7777777910232544,0.45823660492897034,
0.4614544212818146,111,0.800000011920929,55,,,
,111,,55,0.7666666507720947,0.501251757144928,
0.4628506004810333,113,0.7777777910232544,56,,,
,113,,56,0.800000011920929,0.43340861797332764,
0.48825904726982117,115,0.7555555701255798,57,,,
,115,,57,0.7555555701255798,0.46116840839385986,
0.45570245385169983,117,0.7555555701255798,58,,,
,117,,58,0.8111110925674438,0.4352101981639862,
0.4949970543384552,119,0.7333333492279053,59,,,
,119,,59,0.7888888716697693,0.478271484375,
0.547709047794342,121,0.7111111283302307,60,,,
,121,,60,0.7777777910232544,0.44966647028923035,
0.44315457344055176,123,0.8222222328186035,61,,,
,123,,61,0.8111110925674438,0.3910127878189087,
0.44022849202156067,125,0.7777777910232544,62,,,
,125,,62,0.7555555701255798,0.47299593687057495,
0.5228368043899536,127,0.7333333492279053,63,,,
,127,,63,0.7555555701255798,0.5171167850494385,
0.44588109850883484,129,0.7777777910232544,64,,,
,129,,64,0.8111110925674438,0.44166556000709534,
0.4559192359447479,131,0.7555555701255798,65,,,
,131,,65,0.7777777910232544,0.4661683738231659,
0.5197516679763794,133,0.7333333492279053,66,,,
,133,,66,0.800000011920929,0.4285893440246582,
0.5067031979560852,135,0.7555555701255798,67,,,
,135,,67,0.8111110925674438,0.44478166103363037,
0.44685226678848267,137,0.7777777910232544,68,,,
,137,,68,0.800000011920929,0.41373544931411743,
0.4450099468231201,139,0.7777777910232544,69,,,
,139,,69,0.7333333492279053,0.4356116056442261,
0.48710060119628906,141,0.7555555701255798,70,,,
,141,,70,0.8111110925674438,0.41710907220840454,
0.4638289213180542,143,0.7777777910232544,71,,,
,143,,71,0.8111110925674438,0.42249596118927,
0.44696858525276184,145,0.7555555701255798,72,,,
,145,,72,0.8222222328186035,0.4704522490501404,
0.46868064999580383,147,0.7777777910232544,73,,,
,147,,73,0.800000011920929,0.4052545428276062,
0.514984667301178,149,0.7333333492279053,74,,,
,149,,74,0.7666666507720947,0.40192073583602905,
0.44875144958496094,151,0.7777777910232544,75,,,
,151,,75,0.800000011920929,0.43196696043014526,
0.4479282796382904,153,0.7333333492279053,76,,,
,153,,76,0.7666666507720947,0.4258003234863281,
0.4682893455028534,155,0.7777777910232544,77,,,
,155,,77,0.8111110925674438,0.39175060391426086,
0.50559002161026,157,0.7777777910232544,78,,,
,157,,78,0.7777777910232544,0.41332316398620605,
0.4412328004837036,159,0.7777777910232544,79,,,
,159,,79,0.7777777910232544,0.4599013030529022,
0.44051411747932434,161,0.7777777910232544,80,,,
,161,,80,0.7888888716697693,0.45138558745384216,
0.4982237219810486,163,0.7777777910232544,81,,,
,163,,81,0.8111110925674438,0.3873610198497772,
0.4513968229293823,165,0.7777777910232544,82,,,
,165,,82,0.8111110925674438,0.43979281187057495,
0.4591686725616455,167,0.7333333492279053,83,,,
,167,,83,0.8222222328186035,0.4212402403354645,
0.43586960434913635,169,0.7777777910232544,84,,,
,169,,84,0.7444444298744202,0.46543261408805847,
0.47472530603408813,171,0.7777777910232544,85,,,
,171,,85,0.8222222328186035,0.4241902530193329,
0.4361925721168518,173,0.7333333492279053,86,,,
,173,,86,0.8111110925674438,0.434018611907959,
0.44181302189826965,175,0.7333333492279053,87,,,
,175,,87,0.800000011920929,0.41867345571517944,
0.46430155634880066,177,0.800000011920929,88,,,
,177,,88,0.7555555701255798,0.4624752104282379,
0.44532859325408936,179,0.7777777910232544,89,,,
,179,,89,0.800000011920929,0.49706289172172546,
0.44689422845840454,181,0.7111111283302307,90,,,
,181,,90,0.8111110925674438,0.4352647066116333,
0.4496908485889435,183,0.800000011920929,91,,,
,183,,91,0.800000011920929,0.4221896827220917,
0.4717274606227875,185,0.7777777910232544,92,,,
,185,,92,0.800000011920929,0.4089462161064148,
0.4354778826236725,187,0.7555555701255798,93,,,
,187,,93,0.800000011920929,0.41676297783851624,
0.4393830895423889,189,0.7777777910232544,94,,,
,189,,94,0.7888888716697693,0.48645564913749695,
0.612464964389801,191,0.6888889074325562,95,,,
,191,,95,0.8222222328186035,0.40555310249328613,
0.45901259779930115,193,0.7777777910232544,96,,,
,193,,96,0.7555555701255798,0.5166459083557129,
0.46201834082603455,195,0.7555555701255798,97,,,
,195,,97,0.7666666507720947,0.4415389895439148,
0.453414648771286,197,0.7777777910232544,98,,,
,197,,98,0.8111110925674438,0.418515145778656,
0.596834123134613,199,0.6888889074325562,99,,,
,199,,99,0.8222222328186035,0.4409187436103821,
0.4462009072303772,201,0.7777777910232544,100,,,
,201,,100,0.7888888716697693,0.47304996848106384,
0.4625106751918793,203,0.7111111283302307,101,,,
,203,,101,0.7777777910232544,0.40672674775123596,
0.4391366243362427,205,0.7555555701255798,102,,,
,205,,102,0.7111111283302307,0.4781911075115204,
0.5954015851020813,207,0.6888889074325562,103,,,
,207,,103,0.800000011920929,0.4152928590774536,
0.5030402541160583,209,0.7777777910232544,104,,,
,209,,104,0.7777777910232544,0.482538640499115,
0.4589061737060547,211,0.7333333492279053,105,,,
,211,,105,0.8111110925674438,0.43480169773101807,
0.4471948444843292,213,0.7333333492279053,106,,,
,213,,106,0.8333333134651184,0.44676750898361206,
0.5360171794891357,215,0.7111111283302307,107,,,
,215,,107,0.8111110925674438,0.42169612646102905,
0.4842739403247833,217,0.7777777910232544,108,,,
,217,,108,0.7888888716697693,0.47228047251701355,
0.4534202218055725,219,0.7333333492279053,109,,,
,219,,109,0.8111110925674438,0.4053860008716583,
0.44616571068763733,221,0.7555555701255798,110,,,
,221,,110,0.8111110925674438,0.4316066801548004,
0.4774390459060669,223,0.7777777910232544,111,,,
,223,,111,0.8333333134651184,0.4304661154747009,
0.501512348651886,225,0.7555555701255798,112,,,
,225,,112,0.8111110925674438,0.408387154340744,
0.44970473647117615,227,0.7777777910232544,113,,,
,227,,113,0.8111110925674438,0.41419923305511475,
0.43883079290390015,229,0.7777777910232544,114,,,
,229,,114,0.8444444537162781,0.38503527641296387,
0.4555114805698395,231,0.7777777910232544,115,,,
,231,,115,0.8333333134651184,0.4113394021987915,
0.4630979001522064,233,0.7777777910232544,116,,,
,233,,116,0.8333333134651184,0.4113866984844208,
0.44417378306388855,235,0.800000011920929,117,,,
,235,,117,0.8444444537162781,0.37117305397987366,
0.44421765208244324,237,0.7777777910232544,118,,,
,237,,118,0.800000011920929,0.39905112981796265,
0.43711671233177185,239,0.7777777910232544,119,,,
,239,,119,0.8111110925674438,0.3968192934989929,
0.4445747435092926,241,0.7777777910232544,120,,,
,241,,120,0.8222222328186035,0.3854476809501648,
0.46213725209236145,243,0.7777777910232544,121,,,
,243,,121,0.8222222328186035,0.4219490885734558,
0.43267086148262024,245,0.7777777910232544,122,,,
,245,,122,0.800000011920929,0.38874757289886475,
0.4373359978199005,247,0.7555555701255798,123,,,
,247,,123,0.800000011920929,0.413982093334198,
0.4483303129673004,249,0.7777777910232544,124,,,
,249,,124,0.8111110925674438,0.426763653755188,
0.48805567622184753,251,0.7777777910232544,125,,,
,251,,125,0.8222222328186035,0.3969041705131531,
0.44283753633499146,253,0.800000011920929,126,,,
,253,,126,0.800000011920929,0.4255819022655487,
0.4317187964916229,255,0.7777777910232544,127,,,
,255,,127,0.8222222328186035,0.3643960654735565,
0.4347972571849823,257,0.7777777910232544,128,,,
,257,,128,0.800000011920929,0.42927563190460205,
0.44406065344810486,259,0.7777777910232544,129,,,
,259,,129,0.8222222328186035,0.3642134368419647,
0.441008985042572,261,0.7777777910232544,130,,,
,261,,130,0.8333333134651184,0.3891158998012543,
0.44629305601119995,263,0.7777777910232544,131,,,
,263,,131,0.855555534362793,0.3766566514968872,
0.5366289615631104,265,0.7555555701255798,132,,,
,265,,132,0.7888888716697693,0.4116397500038147,
0.4922429323196411,267,0.7777777910232544,133,,,
,267,,133,0.8222222328186035,0.43486934900283813,
0.4596249759197235,269,0.7111111283302307,134,,,
,269,,134,0.8111110925674438,0.40043768286705017,
0.44490763545036316,271,0.7333333492279053,135,,,
,271,,135,0.800000011920929,0.47479596734046936,
0.6186383366584778,273,0.7111111283302307,136,,,
,273,,136,0.800000011920929,0.3882691264152527,
0.5615663528442383,275,0.7555555701255798,137,,,
,275,,137,0.7777777910232544,0.5113583207130432,
0.44223883748054504,277,0.7333333492279053,138,,,
,277,,138,0.8444444537162781,0.39250093698501587,
0.4584309160709381,279,0.7333333492279053,139,,,
,279,,139,0.7777777910232544,0.42665091156959534,
0.46932414174079895,281,0.7777777910232544,140,,,
,281,,140,0.7888888716697693,0.45006263256073,
0.5014449954032898,283,0.7777777910232544,141,,,
,283,,141,0.8444444537162781,0.38630929589271545,
0.43436846137046814,285,0.7777777910232544,142,,,
,285,,142,0.800000011920929,0.43556687235832214,
0.4373025596141815,287,0.7777777910232544,143,,,
,287,,143,0.8333333134651184,0.42132246494293213,
0.44421398639678955,289,0.800000011920929,144,,,
,289,,144,0.7888888716697693,0.40299633145332336,
0.48271963000297546,291,0.7777777910232544,145,,,
,291,,145,0.8222222328186035,0.39199143648147583,
0.46760106086730957,293,0.7777777910232544,146,,,
,293,,146,0.8111110925674438,0.3984268605709076,
0.4398066997528076,295,0.7777777910232544,147,,,
,295,,147,0.8222222328186035,0.39333537220954895,
0.45112305879592896,297,0.7333333492279053,148,,,
,297,,148,0.800000011920929,0.43572553992271423,
0.46070870757102966,299,0.7777777910232544,149,,,
,299,,149,0.8444444537162781,0.3977371156215668,
0.5121821761131287,301,0.7777777910232544,150,,,
,301,,150,0.855555534362793,0.3867074251174927,
0.4417572319507599,303,0.7777777910232544,151,,,
,303,,151,0.8222222328186035,0.3650488257408142,
0.45225125551223755,305,0.7555555701255798,152,,,
,305,,152,0.8111110925674438,0.36844727396965027,
0.4456574320793152,307,0.7777777910232544,153,,,
,307,,153,0.7777777910232544,0.4652499854564667,
0.5612757205963135,309,0.7555555701255798,154,,,
,309,,154,0.855555534362793,0.39746174216270447,
0.4721503257751465,311,0.7777777910232544,155,,,
,311,,155,0.8333333134651184,0.4232332408428192,
0.4612049460411072,313,0.7111111283302307,156,,,
,313,,156,0.8111110925674438,0.4142838418483734,
0.4482092261314392,315,0.7555555701255798,157,,,
,315,,157,0.7444444298744202,0.4347645342350006,
0.5114548802375793,317,0.7555555701255798,158,,,
,317,,158,0.800000011920929,0.3997562527656555,
0.5074360370635986,319,0.7777777910232544,159,,,
,319,,159,0.8333333134651184,0.4234381914138794,
0.4445548951625824,321,0.7777777910232544,160,,,
,321,,160,0.8444444537162781,0.42454826831817627,
0.46980759501457214,323,0.7111111283302307,161,,,
,323,,161,0.7888888716697693,0.3735421597957611,
0.4428543448448181,325,0.7777777910232544,162,,,
,325,,162,0.7222222089767456,0.4892521798610687,
0.4693758189678192,327,0.7777777910232544,163,,,
,327,,163,0.800000011920929,0.40805718302726746,
0.4798760712146759,329,0.7777777910232544,164,,,
,329,,164,0.8222222328186035,0.40016603469848633,
0.4398430287837982,331,0.7777777910232544,165,,,
,331,,165,0.7777777910232544,0.4254794120788574,
0.43641549348831177,333,0.7777777910232544,166,,,
,333,,166,0.7888888716697693,0.40282270312309265,
0.43733829259872437,335,0.7777777910232544,167,,,
,335,,167,0.8222222328186035,0.3834609091281891,
0.45196235179901123,337,0.7777777910232544,168,,,
,337,,168,0.7888888716697693,0.4135531187057495,
0.4606092572212219,339,0.7777777910232544,169,,,
,339,,169,0.8111110925674438,0.42560073733329773,
0.4415122866630554,341,0.7777777910232544,170,,,
,341,,170,0.8333333134651184,0.38762345910072327,
0.4422556459903717,343,0.7777777910232544,171,,,
,343,,171,0.8444444537162781,0.37946030497550964,
0.4537966549396515,345,0.800000011920929,172,,,
,345,,172,0.8444444537162781,0.36181262135505676,
0.45442116260528564,347,0.800000011920929,173,,,
,347,,173,0.7888888716697693,0.3994918465614319,
0.4451027810573578,349,0.7555555701255798,174,,,
,349,,174,0.800000011920929,0.42287516593933105,
0.4385816752910614,351,0.7555555701255798,175,,,
,351,,175,0.8111110925674438,0.4258228838443756,
0.4548024833202362,353,0.800000011920929,176,,,
,353,,176,0.8333333134651184,0.38221579790115356,
0.4879770576953888,355,0.7777777910232544,177,,,
,355,,177,0.855555534362793,0.3529650866985321,
0.45970919728279114,357,0.800000011920929,178,,,
,357,,178,0.800000011920929,0.4403526186943054,
0.43416717648506165,359,0.7777777910232544,179,,,
,359,,179,0.8333333134651184,0.3717493712902069,
0.4366455376148224,361,0.7555555701255798,180,,,
,361,,180,0.800000011920929,0.3953096568584442,
0.4610786437988281,363,0.7777777910232544,181,,,
,363,,181,0.8222222328186035,0.3764893412590027,
0.4488367736339569,365,0.7777777910232544,182,,,
,365,,182,0.8444444537162781,0.34679901599884033,
0.43570759892463684,367,0.7777777910232544,183,,,
,367,,183,0.8111110925674438,0.38755714893341064,
0.4334079325199127,369,0.7777777910232544,184,,,
,369,,184,0.8111110925674438,0.4208245277404785,
0.4415231943130493,371,0.800000011920929,185,,,
,371,,185,0.855555534362793,0.3715013265609741,
0.44115304946899414,373,0.800000011920929,186,,,
,373,,186,0.8666666746139526,0.37966465950012207,
0.4495347738265991,375,0.800000011920929,187,,,
,375,,187,0.8333333134651184,0.3771997094154358,
0.43464982509613037,377,0.7777777910232544,188,,,
,377,,188,0.8222222328186035,0.37523794174194336,
0.4320734739303589,379,0.7777777910232544,189,,,
,379,,189,0.8222222328186035,0.37295058369636536,
0.43180423974990845,381,0.7777777910232544,190,,,
,381,,190,0.8222222328186035,0.39485421776771545,
0.4559960961341858,383,0.800000011920929,191,,,
,383,,191,0.8222222328186035,0.4051668345928192,
0.4998878538608551,385,0.7777777910232544,192,,,
,385,,192,0.8333333134651184,0.3830384910106659,
0.43353694677352905,387,0.7555555701255798,193,,,
,387,,193,0.8333333134651184,0.4162130057811737,
0.4476165473461151,389,0.7333333492279053,194,,,
,389,,194,0.8111110925674438,0.3953114449977875,
0.42859750986099243,391,0.800000011920929,195,,,
,391,,195,0.8333333134651184,0.40192484855651855,
0.4687292277812958,393,0.7777777910232544,196,,,
,393,,196,0.7888888716697693,0.40548673272132874,
0.4462756812572479,395,0.7777777910232544,197,,,
,395,,197,0.8222222328186035,0.3978152871131897,
0.426807701587677,397,0.7777777910232544,198,,,
,397,,198,0.8333333134651184,0.3732348084449768,
0.4359956383705139,399,0.7777777910232544,199,,,
,399,,199,0.800000011920929,0.3492051959037781,
,400,,200,,,0.8222222328186035
,400,,200,,,0.8222222328186035
