val_acc,epoch,val_loss,step,train_acc,train_loss,test_acc
,72,,145,0.8333333134651184,0.3841962516307831,
1.0,73,0.0,147,,,
,73,,147,0.8444444537162781,0.32931071519851685,
1.0,74,0.0,149,,,
,74,,149,0.8666666746139526,0.31161949038505554,
1.0,75,0.0,151,,,
,75,,151,0.8444444537162781,0.3681776225566864,
1.0,76,0.0,153,,,
,76,,153,0.8444444537162781,0.3237583637237549,
1.0,77,0.0,155,,,
,77,,155,0.8222222328186035,0.31889787316322327,
1.0,78,0.0,157,,,
,78,,157,0.8111110925674438,0.32309460639953613,
1.0,79,0.0,159,,,
,79,,159,0.855555534362793,0.3150792717933655,
1.0,80,0.0,161,,,
,80,,161,0.8111110925674438,0.3498683571815491,
1.0,81,0.0,163,,,
,81,,163,0.8666666746139526,0.34358838200569153,
1.0,82,0.0,165,,,
,82,,165,0.8222222328186035,0.35527050495147705,
1.0,83,0.0,167,,,
,83,,167,0.8444444537162781,0.3620641827583313,
1.0,84,0.0,169,,,
,84,,169,0.800000011920929,0.3372657001018524,
1.0,85,0.0,171,,,
,85,,171,0.855555534362793,0.3701229989528656,
1.0,86,0.0,173,,,
,86,,173,0.8444444537162781,0.3157135546207428,
1.0,87,0.0,175,,,
,87,,175,0.8444444537162781,0.33250418305397034,
1.0,88,0.0,177,,,
,88,,177,0.8333333134651184,0.3297274112701416,
1.0,89,0.0,179,,,
,89,,179,0.8333333134651184,0.3623391389846802,
1.0,90,0.0,181,,,
,90,,181,0.8444444537162781,0.34411975741386414,
1.0,91,0.0,183,,,
,91,,183,0.855555534362793,0.34233543276786804,
1.0,92,0.0,185,,,
,92,,185,0.8444444537162781,0.31747952103614807,
1.0,93,0.0,187,,,
,93,,187,0.855555534362793,0.33175531029701233,
1.0,94,0.0,189,,,
,94,,189,0.7888888716697693,0.40136006474494934,
1.0,95,0.0,191,,,
,95,,191,0.855555534362793,0.3541153371334076,
1.0,96,0.0,193,,,
,96,,193,0.8222222328186035,0.4171780049800873,
1.0,97,0.0,195,,,
,97,,195,0.800000011920929,0.36223772168159485,
1.0,98,0.0,197,,,
,98,,197,0.8444444537162781,0.33427131175994873,
1.0,99,0.0,199,,,
,99,,199,0.855555534362793,0.3177817165851593,
1.0,100,0.0,201,,,
,100,,201,0.8333333134651184,0.35065820813179016,
1.0,101,0.0,203,,,
,101,,203,0.8333333134651184,0.34029141068458557,
1.0,102,0.0,205,,,
,102,,205,0.8111110925674438,0.3323673605918884,
1.0,103,0.0,207,,,
,103,,207,0.8444444537162781,0.3330093026161194,
1.0,104,0.0,209,,,
,104,,209,0.8444444537162781,0.36338046193122864,
1.0,105,0.0,211,,,
,105,,211,0.8777777552604675,0.3262347877025604,
1.0,106,0.0,213,,,
,106,,213,0.800000011920929,0.33851075172424316,
1.0,107,0.0,215,,,
,107,,215,0.8444444537162781,0.3394171893596649,
1.0,108,0.0,217,,,
,108,,217,0.8444444537162781,0.34976673126220703,
1.0,109,0.0,219,,,
,109,,219,0.8333333134651184,0.34368371963500977,
1.0,110,0.0,221,,,
,110,,221,0.8777777552604675,0.3197234570980072,
1.0,111,0.0,223,,,
,111,,223,0.855555534362793,0.3474125564098358,
1.0,112,0.0,225,,,
,112,,225,0.8666666746139526,0.3028291165828705,
1.0,113,0.0,227,,,
,113,,227,0.8333333134651184,0.32617810368537903,
1.0,114,0.0,229,,,
,114,,229,0.8888888955116272,0.29278236627578735,
1.0,115,0.0,231,,,
,115,,231,0.8333333134651184,0.34256675839424133,
1.0,116,0.0,233,,,
,116,,233,0.8444444537162781,0.3725024461746216,
1.0,117,0.0,235,,,
,117,,235,0.8222222328186035,0.3558545410633087,
1.0,118,0.0,237,,,
,118,,237,0.8333333134651184,0.3423117399215698,
1.0,119,0.0,239,,,
,119,,239,0.8444444537162781,0.3911944031715393,
1.0,120,0.0,241,,,
,120,,241,0.855555534362793,0.3298797905445099,
1.0,121,0.0,243,,,
,121,,243,0.8111110925674438,0.3715709149837494,
1.0,122,0.0,245,,,
,122,,245,0.8333333134651184,0.34889018535614014,
1.0,123,0.0,247,,,
,123,,247,0.8333333134651184,0.33455178141593933,
1.0,124,0.0,249,,,
,124,,249,0.8111110925674438,0.3582632839679718,
1.0,125,0.0,251,,,
,125,,251,0.8444444537162781,0.32967501878738403,
1.0,126,0.0,253,,,
,126,,253,0.8666666746139526,0.34276774525642395,
1.0,127,0.0,255,,,
,127,,255,0.855555534362793,0.3067190945148468,
1.0,128,0.0,257,,,
,128,,257,0.855555534362793,0.34032297134399414,
1.0,129,0.0,259,,,
,129,,259,0.8444444537162781,0.3473401367664337,
1.0,130,0.0,261,,,
,130,,261,0.8333333134651184,0.3438712954521179,
1.0,131,0.0,263,,,
,131,,263,0.8222222328186035,0.33781665563583374,
1.0,132,0.0,265,,,
,132,,265,0.8444444537162781,0.3400028347969055,
1.0,133,0.0,267,,,
,133,,267,0.855555534362793,0.32596996426582336,
1.0,134,0.0,269,,,
,134,,269,0.8444444537162781,0.32671093940734863,
1.0,135,0.0,271,,,
,135,,271,0.8333333134651184,0.37870627641677856,
1.0,136,0.0,273,,,
,136,,273,0.8444444537162781,0.3000471591949463,
1.0,137,0.0,275,,,
,137,,275,0.8333333134651184,0.38562875986099243,
1.0,138,0.0,277,,,
,138,,277,0.8666666746139526,0.3288523554801941,
1.0,139,0.0,279,,,
,139,,279,0.8444444537162781,0.3588546812534332,
1.0,140,0.0,281,,,
,140,,281,0.8444444537162781,0.3273538053035736,
1.0,141,0.0,283,,,
,141,,283,0.8666666746139526,0.32273417711257935,
1.0,142,0.0,285,,,
,142,,285,0.8444444537162781,0.35319480299949646,
1.0,143,0.0,287,,,
,143,,287,0.8222222328186035,0.3510682284832001,
1.0,144,0.0,289,,,
,144,,289,0.8222222328186035,0.3255949318408966,
1.0,145,0.0,291,,,
,145,,291,0.8333333134651184,0.32122012972831726,
1.0,146,0.0,293,,,
,146,,293,0.8444444537162781,0.31093916296958923,
1.0,147,0.0,295,,,
,147,,295,0.855555534362793,0.3227120041847229,
1.0,148,0.0,297,,,
,148,,297,0.8333333134651184,0.36748626828193665,
1.0,149,0.0,299,,,
,149,,299,0.8666666746139526,0.2873859405517578,
1.0,150,0.0,301,,,
,150,,301,0.8777777552604675,0.3208930492401123,
1.0,151,0.0,303,,,
,151,,303,0.8666666746139526,0.30841323733329773,
1.0,152,0.0,305,,,
,152,,305,0.8444444537162781,0.3510567843914032,
1.0,153,0.0,307,,,
,153,,307,0.7777777910232544,0.37858882546424866,
1.0,154,0.0,309,,,
,154,,309,0.8444444537162781,0.37432724237442017,
1.0,155,0.0,311,,,
,155,,311,0.8444444537162781,0.37445417046546936,
1.0,156,0.0,313,,,
,156,,313,0.8222222328186035,0.36660245060920715,
1.0,157,0.0,315,,,
,157,,315,0.8111110925674438,0.3697024881839752,
1.0,158,0.0,317,,,
,158,,317,0.8333333134651184,0.35604336857795715,
1.0,159,0.0,319,,,
,159,,319,0.855555534362793,0.350625604391098,
1.0,160,0.0,321,,,
,160,,321,0.8666666746139526,0.3124314844608307,
1.0,161,0.0,323,,,
,161,,323,0.855555534362793,0.337239533662796,
1.0,162,0.0,325,,,
,162,,325,0.8333333134651184,0.3767431378364563,
1.0,163,0.0,327,,,
,163,,327,0.8333333134651184,0.30937695503234863,
1.0,164,0.0,329,,,
,164,,329,0.855555534362793,0.3259320557117462,
1.0,165,0.0,331,,,
,165,,331,0.8222222328186035,0.3145919442176819,
1.0,166,0.0,333,,,
,166,,333,0.8444444537162781,0.3284550905227661,
1.0,167,0.0,335,,,
,167,,335,0.8444444537162781,0.33898255228996277,
1.0,168,0.0,337,,,
,168,,337,0.8333333134651184,0.3514285683631897,
1.0,169,0.0,339,,,
,169,,339,0.8222222328186035,0.32989925146102905,
1.0,170,0.0,341,,,
,170,,341,0.8888888955116272,0.29351356625556946,
1.0,171,0.0,343,,,
,171,,343,0.8666666746139526,0.31967398524284363,
1.0,172,0.0,345,,,
,172,,345,0.8777777552604675,0.31529781222343445,
1.0,173,0.0,347,,,
,173,,347,0.8222222328186035,0.33530858159065247,
1.0,174,0.0,349,,,
,174,,349,0.800000011920929,0.3444283902645111,
1.0,175,0.0,351,,,
,175,,351,0.8444444537162781,0.3124193847179413,
1.0,176,0.0,353,,,
,176,,353,0.855555534362793,0.30026525259017944,
1.0,177,0.0,355,,,
,177,,355,0.8777777552604675,0.29915907979011536,
1.0,178,0.0,357,,,
,178,,357,0.8111110925674438,0.3413665294647217,
1.0,179,0.0,359,,,
,179,,359,0.8777777552604675,0.3173474967479706,
1.0,180,0.0,361,,,
,180,,361,0.8666666746139526,0.31463244557380676,
1.0,181,0.0,363,,,
,181,,363,0.8777777552604675,0.28680306673049927,
1.0,182,0.0,365,,,
,182,,365,0.8444444537162781,0.2746320962905884,
1.0,183,0.0,367,,,
,183,,367,0.8444444537162781,0.3133445978164673,
1.0,184,0.0,369,,,
,184,,369,0.8333333134651184,0.37491777539253235,
1.0,185,0.0,371,,,
,185,,371,0.8888888955116272,0.30485156178474426,
1.0,186,0.0,373,,,
,186,,373,0.8777777552604675,0.3187146484851837,
1.0,187,0.0,375,,,
,187,,375,0.8222222328186035,0.3630557656288147,
1.0,188,0.0,377,,,
,188,,377,0.8444444537162781,0.3403705060482025,
1.0,189,0.0,379,,,
,189,,379,0.8888888955116272,0.2848076820373535,
1.0,190,0.0,381,,,
,190,,381,0.8444444537162781,0.3386329114437103,
1.0,191,0.0,383,,,
,191,,383,0.855555534362793,0.32707566022872925,
1.0,192,0.0,385,,,
,192,,385,0.8111110925674438,0.3666134178638458,
1.0,193,0.0,387,,,
,193,,387,0.855555534362793,0.3221597373485565,
1.0,194,0.0,389,,,
,194,,389,0.8444444537162781,0.3157332241535187,
1.0,195,0.0,391,,,
,195,,391,0.855555534362793,0.2998325228691101,
1.0,196,0.0,393,,,
,196,,393,0.855555534362793,0.31531986594200134,
1.0,197,0.0,395,,,
,197,,395,0.8444444537162781,0.3269929587841034,
1.0,198,0.0,397,,,
,198,,397,0.8111110925674438,0.33608347177505493,
1.0,199,0.0,399,,,
,199,,399,0.8444444537162781,0.288025438785553,
,200,,400,,,0.7666666507720947
,200,,400,,,1.0
