epoch,val_loss,val_acc,step,train_acc,train_loss,test_acc
0,0.8194891214370728,0.06666667014360428,1,,,
0,,,1,0.5111111402511597,0.6800618767738342,
1,0.4739605784416199,1.0,3,,,
1,,,3,0.6222222447395325,0.6597482562065125,
2,0.25289133191108704,1.0,5,,,
2,,,5,0.7666666507720947,0.584440290927887,
3,0.08023708313703537,1.0,7,,,
3,,,7,0.7666666507720947,0.5320286154747009,
4,0.014028790406882763,1.0,9,,,
4,,,9,0.7666666507720947,0.5023459792137146,
5,0.0024415866937488317,1.0,11,,,
5,,,11,0.7777777910232544,0.4787197411060333,
6,0.00038185424637049437,1.0,13,,,
6,,,13,0.800000011920929,0.44522929191589355,
7,0.0001811692345654592,1.0,15,,,
7,,,15,0.8222222328186035,0.4404652416706085,
8,2.65427770500537e-05,1.0,17,,,
8,,,17,0.7888888716697693,0.4370785057544708,
9,7.849155736039393e-06,1.0,19,,,
9,,,19,0.8222222328186035,0.4264719784259796,
10,4.11665860156063e-06,1.0,21,,,
10,,,21,0.7888888716697693,0.4284670948982239,
11,1.1205644341316656e-06,1.0,23,,,
11,,,23,0.7888888716697693,0.4632260501384735,
12,5.324674248186057e-07,1.0,25,,,
12,,,25,0.800000011920929,0.43420588970184326,
13,1.5894565308371966e-07,1.0,27,,,
13,,,27,0.8111110925674438,0.39755934476852417,
14,2.6490949878166248e-08,1.0,29,,,
14,,,29,0.800000011920929,0.4310133755207062,
15,3.1789138432714026e-08,1.0,31,,,
15,,,31,0.7777777910232544,0.4491397738456726,
16,1.0596380661809235e-08,1.0,33,,,
16,,,33,0.800000011920929,0.39620670676231384,
17,0.0,1.0,35,,,
17,,,35,0.7666666507720947,0.42806321382522583,
18,2.6490951654523087e-09,1.0,37,,,
18,,,37,0.7555555701255798,0.4202384650707245,
19,0.0,1.0,39,,,
19,,,39,0.8222222328186035,0.3859846889972687,
20,0.0,1.0,41,,,
20,,,41,0.7444444298744202,0.4147968590259552,
21,0.0,1.0,43,,,
21,,,43,0.8444444537162781,0.37706857919692993,
22,0.0,1.0,45,,,
22,,,45,0.7888888716697693,0.416932076215744,
23,0.0,1.0,47,,,
23,,,47,0.7777777910232544,0.3920375406742096,
24,0.0,1.0,49,,,
24,,,49,0.7444444298744202,0.46066784858703613,
25,0.0,1.0,51,,,
25,,,51,0.8666666746139526,0.35230308771133423,
26,0.0,1.0,53,,,
26,,,53,0.800000011920929,0.3939999043941498,
27,0.0,1.0,55,,,
27,,,55,0.8111110925674438,0.37010684609413147,
28,0.0,1.0,57,,,
28,,,57,0.8111110925674438,0.38386955857276917,
29,0.0,1.0,59,,,
29,,,59,0.800000011920929,0.35602155327796936,
30,0.0,1.0,61,,,
30,,,61,0.8333333134651184,0.36453139781951904,
31,0.0,1.0,63,,,
31,,,63,0.8111110925674438,0.3781083822250366,
32,0.0,1.0,65,,,
32,,,65,0.7666666507720947,0.41245222091674805,
33,0.0,1.0,67,,,
33,,,67,0.8111110925674438,0.408538818359375,
34,0.0,1.0,69,,,
34,,,69,0.8222222328186035,0.35284626483917236,
35,0.0,1.0,71,,,
35,,,71,0.8999999761581421,0.33718711137771606,
36,0.0,1.0,73,,,
36,,,73,0.8111110925674438,0.3935513496398926,
37,0.0,1.0,75,,,
37,,,75,0.8222222328186035,0.34970346093177795,
38,0.0,1.0,77,,,
38,,,77,0.800000011920929,0.39332932233810425,
39,0.0,1.0,79,,,
39,,,79,0.8111110925674438,0.36400070786476135,
40,0.0,1.0,81,,,
40,,,81,0.8666666746139526,0.33570122718811035,
41,0.0,1.0,83,,,
41,,,83,0.8666666746139526,0.341144859790802,
42,0.0,1.0,85,,,
42,,,85,0.8666666746139526,0.3317285478115082,
43,0.0,1.0,87,,,
43,,,87,0.8666666746139526,0.3152465522289276,
44,0.0,1.0,89,,,
44,,,89,0.8222222328186035,0.3734091818332672,
45,0.0,1.0,91,,,
45,,,91,0.8333333134651184,0.3347749710083008,
46,0.0,1.0,93,,,
46,,,93,0.855555534362793,0.3409968912601471,
47,0.0,1.0,95,,,
47,,,95,0.800000011920929,0.43009448051452637,
48,0.0,1.0,97,,,
48,,,97,0.8222222328186035,0.3498235046863556,
49,0.0,1.0,99,,,
49,,,99,0.8666666746139526,0.34033605456352234,
50,0.0,1.0,101,,,
50,,,101,0.8111110925674438,0.38492175936698914,
51,0.0,1.0,103,,,
51,,,103,0.8222222328186035,0.33024224638938904,
52,0.0,1.0,105,,,
52,,,105,0.8333333134651184,0.32147619128227234,
53,0.0,1.0,107,,,
53,,,107,0.8333333134651184,0.35307344794273376,
54,0.0,1.0,109,,,
54,,,109,0.8111110925674438,0.3421597182750702,
55,0.0,1.0,111,,,
55,,,111,0.8333333134651184,0.37161144614219666,
56,0.0,1.0,113,,,
56,,,113,0.8666666746139526,0.3678620159626007,
57,0.0,1.0,115,,,
57,,,115,0.8444444537162781,0.3564780354499817,
58,0.0,1.0,117,,,
58,,,117,0.855555534362793,0.3431728184223175,
59,0.0,1.0,119,,,
59,,,119,0.8111110925674438,0.37344640493392944,
60,0.0,1.0,121,,,
60,,,121,0.8222222328186035,0.33255037665367126,
61,0.0,1.0,123,,,
61,,,123,0.8222222328186035,0.3474981188774109,
62,0.0,1.0,125,,,
62,,,125,0.8111110925674438,0.3905869424343109,
63,0.0,1.0,127,,,
63,,,127,0.7555555701255798,0.46933016180992126,
64,0.0,1.0,129,,,
64,,,129,0.855555534362793,0.33796611428260803,
65,0.0,1.0,131,,,
65,,,131,0.8111110925674438,0.3596065044403076,
66,0.0,1.0,133,,,
66,,,133,0.8444444537162781,0.3290768563747406,
67,0.0,1.0,135,,,
67,,,135,0.8333333134651184,0.349934846162796,
68,0.0,1.0,137,,,
68,,,137,0.8444444537162781,0.3340616524219513,
69,0.0,1.0,139,,,
69,,,139,0.8666666746139526,0.32504576444625854,
70,0.0,1.0,141,,,
70,,,141,0.8333333134651184,0.33624696731567383,
71,0.0,1.0,143,,,
71,,,143,0.8333333134651184,0.34724634885787964,
72,0.0,1.0,145,,,
72,,,145,0.800000011920929,0.38852763175964355,
73,0.0,1.0,147,,,
73,,,147,0.8444444537162781,0.33331599831581116,
74,0.0,1.0,149,,,
74,,,149,0.8777777552604675,0.30646833777427673,
75,0.0,1.0,151,,,
75,,,151,0.8333333134651184,0.3560335040092468,
76,0.0,1.0,153,,,
76,,,153,0.855555534362793,0.3246542811393738,
77,0.0,1.0,155,,,
77,,,155,0.8333333134651184,0.3135647773742676,
78,0.0,1.0,157,,,
78,,,157,0.8222222328186035,0.32889559864997864,
79,0.0,1.0,159,,,
79,,,159,0.8444444537162781,0.3228917717933655,
80,0.0,1.0,161,,,
80,,,161,0.8333333134651184,0.3647491931915283,
81,0.0,1.0,163,,,
81,,,163,0.8666666746139526,0.33537036180496216,
82,0.0,1.0,165,,,
82,,,165,0.8222222328186035,0.34697234630584717,
83,0.0,1.0,167,,,
83,,,167,0.855555534362793,0.36630570888519287,
84,0.0,1.0,169,,,
84,,,169,0.8111110925674438,0.3348129987716675,
85,0.0,1.0,171,,,
85,,,171,0.8444444537162781,0.3792169392108917,
86,0.0,1.0,173,,,
86,,,173,0.8333333134651184,0.3170025646686554,
87,0.0,1.0,175,,,
87,,,175,0.8333333134651184,0.33545756340026855,
88,0.0,1.0,177,,,
88,,,177,0.8333333134651184,0.32748520374298096,
89,0.0,1.0,179,,,
89,,,179,0.8222222328186035,0.3756208121776581,
90,0.0,1.0,181,,,
90,,,181,0.855555534362793,0.3544614017009735,
91,0.0,1.0,183,,,
91,,,183,0.8333333134651184,0.3360934853553772,
92,0.0,1.0,185,,,
92,,,185,0.8444444537162781,0.30689913034439087,
93,0.0,1.0,187,,,
93,,,187,0.8444444537162781,0.33240842819213867,
94,0.0,1.0,189,,,
94,,,189,0.8111110925674438,0.3947531282901764,
95,0.0,1.0,191,,,
95,,,191,0.855555534362793,0.36002451181411743,
96,0.0,1.0,193,,,
96,,,193,0.8111110925674438,0.4084215760231018,
97,0.0,1.0,195,,,
97,,,195,0.800000011920929,0.34946489334106445,
98,0.0,1.0,197,,,
98,,,197,0.8444444537162781,0.32430407404899597,
99,0.0,1.0,199,,,
99,,,199,0.8666666746139526,0.3285415768623352,
100,0.0,1.0,201,,,
100,,,201,0.8444444537162781,0.3455820083618164,
101,0.0,1.0,203,,,
101,,,203,0.855555534362793,0.3454866111278534,
102,0.0,1.0,205,,,
102,,,205,0.8111110925674438,0.33395302295684814,
103,0.0,1.0,207,,,
103,,,207,0.8666666746139526,0.32946503162384033,
104,0.0,1.0,209,,,
104,,,209,0.8444444537162781,0.3577559292316437,
105,0.0,1.0,211,,,
105,,,211,0.8666666746139526,0.3239138722419739,
106,0.0,1.0,213,,,
106,,,213,0.8444444537162781,0.3419429361820221,
107,0.0,1.0,215,,,
107,,,215,0.8444444537162781,0.34538498520851135,
108,0.0,1.0,217,,,
108,,,217,0.8333333134651184,0.35225120186805725,
109,0.0,1.0,219,,,
109,,,219,0.8444444537162781,0.35093921422958374,
110,0.0,1.0,221,,,
110,,,221,0.8999999761581421,0.3105005919933319,
111,0.0,1.0,223,,,
111,,,223,0.8444444537162781,0.3465520143508911,
112,0.0,1.0,225,,,
112,,,225,0.855555534362793,0.3062889575958252,
113,0.0,1.0,227,,,
113,,,227,0.8222222328186035,0.3267865478992462,
114,0.0,1.0,229,,,
114,,,229,0.8666666746139526,0.2920586168766022,
115,0.0,1.0,231,,,
115,,,231,0.855555534362793,0.3310178220272064,
116,0.0,1.0,233,,,
116,,,233,0.8444444537162781,0.37553277611732483,
117,0.0,1.0,235,,,
117,,,235,0.8111110925674438,0.35506486892700195,
118,0.0,1.0,237,,,
118,,,237,0.855555534362793,0.3488035500049591,
119,0.0,1.0,239,,,
119,,,239,0.8444444537162781,0.3961236774921417,
120,0.0,1.0,241,,,
120,,,241,0.8666666746139526,0.33048608899116516,
121,0.0,1.0,243,,,
121,,,243,0.8111110925674438,0.3809642791748047,
122,0.0,1.0,245,,,
122,,,245,0.8222222328186035,0.33405813574790955,
123,0.0,1.0,247,,,
123,,,247,0.8444444537162781,0.32636353373527527,
124,0.0,1.0,249,,,
124,,,249,0.8111110925674438,0.36399438977241516,
125,0.0,1.0,251,,,
125,,,251,0.855555534362793,0.3322512209415436,
126,0.0,1.0,253,,,
126,,,253,0.8444444537162781,0.3377512991428375,
127,0.0,1.0,255,,,
127,,,255,0.8444444537162781,0.31418803334236145,
128,0.0,1.0,257,,,
128,,,257,0.855555534362793,0.32954519987106323,
129,0.0,1.0,259,,,
129,,,259,0.8444444537162781,0.3492923378944397,
130,0.0,1.0,261,,,
130,,,261,0.8222222328186035,0.339744508266449,
131,0.0,1.0,263,,,
131,,,263,0.8444444537162781,0.33271557092666626,
132,0.0,1.0,265,,,
132,,,265,0.8444444537162781,0.3418175280094147,
133,0.0,1.0,267,,,
133,,,267,0.855555534362793,0.33570578694343567,
134,0.0,1.0,269,,,
134,,,269,0.8666666746139526,0.3155922591686249,
135,0.0,1.0,271,,,
135,,,271,0.8444444537162781,0.3523907959461212,
136,0.0,1.0,273,,,
136,,,273,0.8444444537162781,0.3156103789806366,
137,0.0,1.0,275,,,
137,,,275,0.8444444537162781,0.38299041986465454,
138,0.0,1.0,277,,,
138,,,277,0.8777777552604675,0.31418171525001526,
139,0.0,1.0,279,,,
139,,,279,0.8222222328186035,0.35620832443237305,
140,0.0,1.0,281,,,
140,,,281,0.8333333134651184,0.3294042944908142,
141,0.0,1.0,283,,,
141,,,283,0.8777777552604675,0.32499420642852783,
142,0.0,1.0,285,,,
142,,,285,0.8444444537162781,0.3505951762199402,
143,0.0,1.0,287,,,
143,,,287,0.8222222328186035,0.35214677453041077,
144,0.0,1.0,289,,,
144,,,289,0.800000011920929,0.32890185713768005,
145,0.0,1.0,291,,,
145,,,291,0.8444444537162781,0.3325001895427704,
146,0.0,1.0,293,,,
146,,,293,0.8333333134651184,0.3112764358520508,
147,0.0,1.0,295,,,
147,,,295,0.855555534362793,0.3240674138069153,
148,0.0,1.0,297,,,
148,,,297,0.8333333134651184,0.3598451316356659,
149,0.0,1.0,299,,,
149,,,299,0.8666666746139526,0.29100072383880615,
150,0.0,1.0,301,,,
150,,,301,0.8666666746139526,0.30844250321388245,
151,0.0,1.0,303,,,
151,,,303,0.855555534362793,0.313165545463562,
152,0.0,1.0,305,,,
152,,,305,0.8333333134651184,0.36596426367759705,
153,0.0,1.0,307,,,
