epoch,val_loss,val_acc,step,train_acc,train_loss,test_acc
153,,,307,0.7888888716697693,0.3748875856399536,
154,0.0,1.0,309,,,
154,,,309,0.8444444537162781,0.3762151598930359,
155,0.0,1.0,311,,,
155,,,311,0.8444444537162781,0.36012449860572815,
156,0.0,1.0,313,,,
156,,,313,0.8222222328186035,0.3614458441734314,
157,0.0,1.0,315,,,
157,,,315,0.8111110925674438,0.3665950298309326,
158,0.0,1.0,317,,,
158,,,317,0.855555534362793,0.3610420227050781,
159,0.0,1.0,319,,,
159,,,319,0.8666666746139526,0.35454803705215454,
160,0.0,1.0,321,,,
160,,,321,0.855555534362793,0.29997676610946655,
161,0.0,1.0,323,,,
161,,,323,0.855555534362793,0.33031120896339417,
162,0.0,1.0,325,,,
162,,,325,0.8333333134651184,0.3749921917915344,
163,0.0,1.0,327,,,
163,,,327,0.8222222328186035,0.3102779984474182,
164,0.0,1.0,329,,,
164,,,329,0.8444444537162781,0.33399972319602966,
165,0.0,1.0,331,,,
165,,,331,0.8444444537162781,0.3108386993408203,
166,0.0,1.0,333,,,
166,,,333,0.8444444537162781,0.3307730257511139,
167,0.0,1.0,335,,,
167,,,335,0.8666666746139526,0.33844077587127686,
168,0.0,1.0,337,,,
168,,,337,0.8777777552604675,0.34171605110168457,
169,0.0,1.0,339,,,
169,,,339,0.8222222328186035,0.33373671770095825,
170,0.0,1.0,341,,,
170,,,341,0.8777777552604675,0.28727954626083374,
171,0.0,1.0,343,,,
171,,,343,0.855555534362793,0.3163842558860779,
172,0.0,1.0,345,,,
172,,,345,0.8666666746139526,0.3225337266921997,
173,0.0,1.0,347,,,
173,,,347,0.8333333134651184,0.33076193928718567,
174,0.0,1.0,349,,,
174,,,349,0.8111110925674438,0.3568720817565918,
175,0.0,1.0,351,,,
175,,,351,0.8666666746139526,0.30538326501846313,
176,0.0,1.0,353,,,
176,,,353,0.855555534362793,0.2986260652542114,
177,0.0,1.0,355,,,
177,,,355,0.8777777552604675,0.29786619544029236,
178,0.0,1.0,357,,,
178,,,357,0.8333333134651184,0.3362295925617218,
179,0.0,1.0,359,,,
179,,,359,0.8777777552604675,0.3046865165233612,
180,0.0,1.0,361,,,
180,,,361,0.855555534362793,0.31831902265548706,
181,0.0,1.0,363,,,
181,,,363,0.855555534362793,0.2849671244621277,
182,0.0,1.0,365,,,
182,,,365,0.8666666746139526,0.2716946601867676,
183,0.0,1.0,367,,,
183,,,367,0.8444444537162781,0.324526846408844,
184,0.0,1.0,369,,,
184,,,369,0.8444444537162781,0.37794727087020874,
185,0.0,1.0,371,,,
185,,,371,0.8888888955116272,0.31382590532302856,
186,0.0,1.0,373,,,
186,,,373,0.855555534362793,0.32821565866470337,
187,0.0,1.0,375,,,
187,,,375,0.8333333134651184,0.35727688670158386,
188,0.0,1.0,377,,,
188,,,377,0.8444444537162781,0.3413279950618744,
189,0.0,1.0,379,,,
189,,,379,0.8999999761581421,0.2791708707809448,
190,0.0,1.0,381,,,
190,,,381,0.8333333134651184,0.3598341941833496,
191,0.0,1.0,383,,,
191,,,383,0.855555534362793,0.3375203311443329,
192,0.0,1.0,385,,,
192,,,385,0.8222222328186035,0.3745230734348297,
193,0.0,1.0,387,,,
193,,,387,0.8333333134651184,0.3177162706851959,
194,0.0,1.0,389,,,
194,,,389,0.8333333134651184,0.3289342522621155,
195,0.0,1.0,391,,,
195,,,391,0.8666666746139526,0.2943539619445801,
196,0.0,1.0,393,,,
196,,,393,0.8666666746139526,0.3148971199989319,
197,0.0,1.0,395,,,
197,,,395,0.855555534362793,0.3139719069004059,
198,0.0,1.0,397,,,
198,,,397,0.800000011920929,0.3437815010547638,
199,0.0,1.0,399,,,
199,,,399,0.8444444537162781,0.28289994597435,
200,,,400,,,0.7666666507720947
200,,,400,,,1.0
