val_loss,val_acc,epoch,step,train_loss,train_acc,test_acc
,,22,45,0.4009750485420227,0.800000011920929,
0.0,1.0,23,47,,,
,,23,47,0.39316216111183167,0.8111110925674438,
0.0,1.0,24,49,,,
,,24,49,0.4344365894794464,0.7444444298744202,
0.0,1.0,25,51,,,
,,25,51,0.35822880268096924,0.8777777552604675,
0.0,1.0,26,53,,,
,,26,53,0.3881549537181854,0.7888888716697693,
0.0,1.0,27,55,,,
,,27,55,0.37542426586151123,0.800000011920929,
0.0,1.0,28,57,,,
,,28,57,0.38857442140579224,0.7888888716697693,
0.0,1.0,29,59,,,
,,29,59,0.3571256399154663,0.8333333134651184,
0.0,1.0,30,61,,,
,,30,61,0.36161455512046814,0.8333333134651184,
0.0,1.0,31,63,,,
,,31,63,0.379819393157959,0.8111110925674438,
0.0,1.0,32,65,,,
,,32,65,0.41697683930397034,0.7777777910232544,
0.0,1.0,33,67,,,
,,33,67,0.4143575429916382,0.7888888716697693,
0.0,1.0,34,69,,,
,,34,69,0.35736212134361267,0.8222222328186035,
0.0,1.0,35,71,,,
,,35,71,0.3464078903198242,0.8999999761581421,
0.0,1.0,36,73,,,
,,36,73,0.396352082490921,0.8111110925674438,
0.0,1.0,37,75,,,
,,37,75,0.3485437035560608,0.8333333134651184,
0.0,1.0,38,77,,,
,,38,77,0.4039519429206848,0.8111110925674438,
0.0,1.0,39,79,,,
,,39,79,0.365409255027771,0.8111110925674438,
0.0,1.0,40,81,,,
,,40,81,0.35111841559410095,0.855555534362793,
0.0,1.0,41,83,,,
,,41,83,0.35162606835365295,0.8444444537162781,
0.0,1.0,42,85,,,
,,42,85,0.3376218378543854,0.8666666746139526,
0.0,1.0,43,87,,,
,,43,87,0.3233214318752289,0.8444444537162781,
0.0,1.0,44,89,,,
,,44,89,0.38181596994400024,0.8111110925674438,
0.0,1.0,45,91,,,
,,45,91,0.3271859884262085,0.8333333134651184,
0.0,1.0,46,93,,,
,,46,93,0.33248287439346313,0.8444444537162781,
0.0,1.0,47,95,,,
,,47,95,0.4241543114185333,0.8222222328186035,
0.0,1.0,48,97,,,
,,48,97,0.35573962330818176,0.8333333134651184,
0.0,1.0,49,99,,,
,,49,99,0.34358513355255127,0.8444444537162781,
0.0,1.0,50,101,,,
,,50,101,0.37883731722831726,0.8333333134651184,
0.0,1.0,51,103,,,
,,51,103,0.325307697057724,0.8222222328186035,
0.0,1.0,52,105,,,
,,52,105,0.32092809677124023,0.8444444537162781,
0.0,1.0,53,107,,,
,,53,107,0.3554285764694214,0.800000011920929,
0.0,1.0,54,109,,,
,,54,109,0.3492133617401123,0.8222222328186035,
0.0,1.0,55,111,,,
,,55,111,0.378232479095459,0.8333333134651184,
0.0,1.0,56,113,,,
,,56,113,0.3806827962398529,0.8666666746139526,
0.0,1.0,57,115,,,
,,57,115,0.35215872526168823,0.8111110925674438,
0.0,1.0,58,117,,,
,,58,117,0.34616512060165405,0.855555534362793,
0.0,1.0,59,119,,,
,,59,119,0.3682437837123871,0.800000011920929,
0.0,1.0,60,121,,,
,,60,121,0.3261707127094269,0.800000011920929,
0.0,1.0,61,123,,,
,,61,123,0.3409057557582855,0.8222222328186035,
0.0,1.0,62,125,,,
,,62,125,0.3812502920627594,0.8222222328186035,
0.0,1.0,63,127,,,
,,63,127,0.46681615710258484,0.7777777910232544,
0.0,1.0,64,129,,,
,,64,129,0.32380053400993347,0.855555534362793,
0.0,1.0,65,131,,,
,,65,131,0.358388215303421,0.8222222328186035,
0.0,1.0,66,133,,,
,,66,133,0.3192596435546875,0.8666666746139526,
0.0,1.0,67,135,,,
,,67,135,0.3468610942363739,0.8333333134651184,
0.0,1.0,68,137,,,
,,68,137,0.33430901169776917,0.8444444537162781,
0.0,1.0,69,139,,,
,,69,139,0.3179284334182739,0.855555534362793,
0.0,1.0,70,141,,,
,,70,141,0.33381301164627075,0.8333333134651184,
0.0,1.0,71,143,,,
,,71,143,0.3465985953807831,0.8111110925674438,
0.0,1.0,72,145,,,
,,72,145,0.3880351483821869,0.800000011920929,
0.0,1.0,73,147,,,
,,73,147,0.3298565149307251,0.8333333134651184,
0.0,1.0,74,149,,,
,,74,149,0.3088294565677643,0.8666666746139526,
0.0,1.0,75,151,,,
,,75,151,0.3601101040840149,0.8333333134651184,
0.0,1.0,76,153,,,
,,76,153,0.3350691497325897,0.8444444537162781,
0.0,1.0,77,155,,,
,,77,155,0.3139858543872833,0.8444444537162781,
0.0,1.0,78,157,,,
,,78,157,0.32873308658599854,0.8222222328186035,
0.0,1.0,79,159,,,
,,79,159,0.3194514811038971,0.8444444537162781,
0.0,1.0,80,161,,,
,,80,161,0.36089494824409485,0.8222222328186035,
0.0,1.0,81,163,,,
,,81,163,0.33655139803886414,0.8666666746139526,
0.0,1.0,82,165,,,
,,82,165,0.3511247932910919,0.8333333134651184,
0.0,1.0,83,167,,,
,,83,167,0.3610713481903076,0.855555534362793,
0.0,1.0,84,169,,,
,,84,169,0.33223575353622437,0.800000011920929,
0.0,1.0,85,171,,,
,,85,171,0.37899160385131836,0.8222222328186035,
0.0,1.0,86,173,,,
,,86,173,0.3207809329032898,0.8444444537162781,
0.0,1.0,87,175,,,
,,87,175,0.33079373836517334,0.8333333134651184,
0.0,1.0,88,177,,,
,,88,177,0.32490357756614685,0.855555534362793,
0.0,1.0,89,179,,,
,,89,179,0.3506770133972168,0.8444444537162781,
0.0,1.0,90,181,,,
,,90,181,0.3488899767398834,0.8444444537162781,
0.0,1.0,91,183,,,
,,91,183,0.33735182881355286,0.8444444537162781,
0.0,1.0,92,185,,,
,,92,185,0.3174434304237366,0.8444444537162781,
0.0,1.0,93,187,,,
,,93,187,0.324649840593338,0.8444444537162781,
0.0,1.0,94,189,,,
,,94,189,0.39976638555526733,0.7888888716697693,
0.0,1.0,95,191,,,
,,95,191,0.350107878446579,0.855555534362793,
0.0,1.0,96,193,,,
,,96,193,0.4185035824775696,0.8111110925674438,
0.0,1.0,97,195,,,
,,97,195,0.36778387427330017,0.8111110925674438,
0.0,1.0,98,197,,,
,,98,197,0.32795029878616333,0.855555534362793,
0.0,1.0,99,199,,,
,,99,199,0.3281199038028717,0.8444444537162781,
0.0,1.0,100,201,,,
,,100,201,0.3437357544898987,0.8444444537162781,
0.0,1.0,101,203,,,
,,101,203,0.35779082775115967,0.8333333134651184,
0.0,1.0,102,205,,,
,,102,205,0.3295236825942993,0.8111110925674438,
0.0,1.0,103,207,,,
,,103,207,0.3387874960899353,0.8444444537162781,
0.0,1.0,104,209,,,
,,104,209,0.3676091134548187,0.8444444537162781,
0.0,1.0,105,211,,,
,,105,211,0.3302314877510071,0.8666666746139526,
0.0,1.0,106,213,,,
,,106,213,0.3463777005672455,0.8444444537162781,
0.0,1.0,107,215,,,
,,107,215,0.34560632705688477,0.8444444537162781,
0.0,1.0,108,217,,,
,,108,217,0.3570745289325714,0.8444444537162781,
0.0,1.0,109,219,,,
,,109,219,0.3442115783691406,0.8444444537162781,
0.0,1.0,110,221,,,
,,110,221,0.31861743330955505,0.8777777552604675,
0.0,1.0,111,223,,,
,,111,223,0.34442585706710815,0.855555534362793,
0.0,1.0,112,225,,,
,,112,225,0.3099644184112549,0.8666666746139526,
0.0,1.0,113,227,,,
,,113,227,0.3308604955673218,0.8333333134651184,
0.0,1.0,114,229,,,
,,114,229,0.30021950602531433,0.8888888955116272,
0.0,1.0,115,231,,,
,,115,231,0.3422240912914276,0.8444444537162781,
0.0,1.0,116,233,,,
,,116,233,0.3870113492012024,0.8222222328186035,
0.0,1.0,117,235,,,
,,117,235,0.35692834854125977,0.8222222328186035,
0.0,1.0,118,237,,,
,,118,237,0.34591636061668396,0.8444444537162781,
0.0,1.0,119,239,,,
,,119,239,0.3930608928203583,0.8333333134651184,
0.0,1.0,120,241,,,
,,120,241,0.32356229424476624,0.855555534362793,
0.0,1.0,121,243,,,
,,121,243,0.37079307436943054,0.8222222328186035,
0.0,1.0,122,245,,,
,,122,245,0.3305497467517853,0.8333333134651184,
0.0,1.0,123,247,,,
,,123,247,0.3352653980255127,0.8222222328186035,
0.0,1.0,124,249,,,
,,124,249,0.35224324464797974,0.8222222328186035,
0.0,1.0,125,251,,,
,,125,251,0.334356427192688,0.8444444537162781,
0.0,1.0,126,253,,,
,,126,253,0.33754828572273254,0.855555534362793,
0.0,1.0,127,255,,,
,,127,255,0.3142416477203369,0.8444444537162781,
0.0,1.0,128,257,,,
,,128,257,0.33341696858406067,0.855555534362793,
0.0,1.0,129,259,,,
,,129,259,0.3465762734413147,0.8444444537162781,
0.0,1.0,130,261,,,
,,130,261,0.34366896748542786,0.8333333134651184,
0.0,1.0,131,263,,,
,,131,263,0.3377920389175415,0.8111110925674438,
0.0,1.0,132,265,,,
,,132,265,0.34243497252464294,0.8444444537162781,
0.0,1.0,133,267,,,
,,133,267,0.33261924982070923,0.855555534362793,
0.0,1.0,134,269,,,
,,134,269,0.3232700228691101,0.855555534362793,
0.0,1.0,135,271,,,
,,135,271,0.361127644777298,0.8444444537162781,
0.0,1.0,136,273,,,
,,136,273,0.31100401282310486,0.8444444537162781,
0.0,1.0,137,275,,,
,,137,275,0.37298303842544556,0.855555534362793,
0.0,1.0,138,277,,,
,,138,277,0.31974050402641296,0.8777777552604675,
0.0,1.0,139,279,,,
,,139,279,0.34572267532348633,0.8444444537162781,
0.0,1.0,140,281,,,
,,140,281,0.3210217356681824,0.8666666746139526,
0.0,1.0,141,283,,,
,,141,283,0.31308794021606445,0.8666666746139526,
0.0,1.0,142,285,,,
,,142,285,0.35852161049842834,0.8444444537162781,
0.0,1.0,143,287,,,
,,143,287,0.357155978679657,0.8222222328186035,
0.0,1.0,144,289,,,
,,144,289,0.3287319540977478,0.8333333134651184,
0.0,1.0,145,291,,,
,,145,291,0.3209802508354187,0.8444444537162781,
0.0,1.0,146,293,,,
,,146,293,0.3131694793701172,0.8333333134651184,
0.0,1.0,147,295,,,
,,147,295,0.3238113820552826,0.8444444537162781,
0.0,1.0,148,297,,,
,,148,297,0.3564816415309906,0.8333333134651184,
0.0,1.0,149,299,,,
,,149,299,0.2878417372703552,0.8777777552604675,
0.0,1.0,150,301,,,
,,150,301,0.3187466561794281,0.8777777552604675,
0.0,1.0,151,303,,,
,,151,303,0.3088359236717224,0.8666666746139526,
0.0,1.0,152,305,,,
,,152,305,0.3412300646305084,0.8222222328186035,
0.0,1.0,153,307,,,
,,153,307,0.37379884719848633,0.800000011920929,
0.0,1.0,154,309,,,
,,154,309,0.37406784296035767,0.855555534362793,
0.0,1.0,155,311,,,
,,155,311,0.36680924892425537,0.855555534362793,
0.0,1.0,156,313,,,
,,156,313,0.36230039596557617,0.8333333134651184,
0.0,1.0,157,315,,,
,,157,315,0.3617881238460541,0.8111110925674438,
0.0,1.0,158,317,,,
,,158,317,0.36210188269615173,0.8444444537162781,
0.0,1.0,159,319,,,
,,159,319,0.344733864068985,0.8666666746139526,
0.0,1.0,160,321,,,
,,160,321,0.3026805818080902,0.8444444537162781,
0.0,1.0,161,323,,,
,,161,323,0.33044078946113586,0.855555534362793,
0.0,1.0,162,325,,,
,,162,325,0.36300861835479736,0.8222222328186035,
0.0,1.0,163,327,,,
,,163,327,0.31023821234703064,0.8333333134651184,
0.0,1.0,164,329,,,
,,164,329,0.3279113173484802,0.8222222328186035,
0.0,1.0,165,331,,,
,,165,331,0.32034847140312195,0.8222222328186035,
0.0,1.0,166,333,,,
,,166,333,0.3180568814277649,0.8333333134651184,
0.0,1.0,167,335,,,
,,167,335,0.34235942363739014,0.8444444537162781,
0.0,1.0,168,337,,,
,,168,337,0.33923378586769104,0.855555534362793,
0.0,1.0,169,339,,,
,,169,339,0.3354409635066986,0.8111110925674438,
0.0,1.0,170,341,,,
,,170,341,0.2929379642009735,0.8666666746139526,
0.0,1.0,171,343,,,
,,171,343,0.32547175884246826,0.8444444537162781,
0.0,1.0,172,345,,,
,,172,345,0.3152313828468323,0.8777777552604675,
0.0,1.0,173,347,,,
,,173,347,0.34375908970832825,0.8222222328186035,
0.0,1.0,174,349,,,
,,174,349,0.35447242856025696,0.8222222328186035,
0.0,1.0,175,351,,,
,,175,351,0.32230573892593384,0.855555534362793,
0.0,1.0,176,353,,,
,,176,353,0.3055134415626526,0.855555534362793,
0.0,1.0,177,355,,,
,,177,355,0.2990148663520813,0.8666666746139526,
0.0,1.0,178,357,,,
,,178,357,0.338680237531662,0.8444444537162781,
0.0,1.0,179,359,,,
,,179,359,0.3197321891784668,0.8777777552604675,
0.0,1.0,180,361,,,
,,180,361,0.3249092996120453,0.8444444537162781,
0.0,1.0,181,363,,,
,,181,363,0.2896476984024048,0.855555534362793,
0.0,1.0,182,365,,,
,,182,365,0.27419203519821167,0.8666666746139526,
0.0,1.0,183,367,,,
,,183,367,0.32244107127189636,0.8333333134651184,
0.0,1.0,184,369,,,
,,184,369,0.3705501854419708,0.8333333134651184,
0.0,1.0,185,371,,,
,,185,371,0.3107665181159973,0.8777777552604675,
0.0,1.0,186,373,,,
,,186,373,0.3211539685726166,0.8666666746139526,
0.0,1.0,187,375,,,
,,187,375,0.36246076226234436,0.8222222328186035,
0.0,1.0,188,377,,,
,,188,377,0.34439995884895325,0.8444444537162781,
0.0,1.0,189,379,,,
,,189,379,0.28731054067611694,0.8888888955116272,
0.0,1.0,190,381,,,
,,190,381,0.3426190912723541,0.8333333134651184,
0.0,1.0,191,383,,,
,,191,383,0.3262176513671875,0.855555534362793,
0.0,1.0,192,385,,,
,,192,385,0.3679760694503784,0.8111110925674438,
0.0,1.0,193,387,,,
,,193,387,0.3148556649684906,0.8444444537162781,
0.0,1.0,194,389,,,
,,194,389,0.32514023780822754,0.8444444537162781,
0.0,1.0,195,391,,,
,,195,391,0.2994435131549835,0.8666666746139526,
0.0,1.0,196,393,,,
,,196,393,0.31578609347343445,0.8444444537162781,
0.0,1.0,197,395,,,
,,197,395,0.3264963924884796,0.8444444537162781,
0.0,1.0,198,397,,,
,,198,397,0.3445647656917572,0.8111110925674438,
0.0,1.0,199,399,,,
,,199,399,0.2771744132041931,0.8444444537162781,
,,200,400,,,0.7666666507720947
,,200,400,,,1.0
