epoch,val_acc,step,val_loss,train_loss,train_acc,test_acc
76,,153,,0.3246542811393738,0.855555534362793,
77,1.0,155,0.0,,,
77,,155,,0.31356480717658997,0.8333333134651184,
78,1.0,157,0.0,,,
78,,157,,0.328895628452301,0.8222222328186035,
79,1.0,159,0.0,,,
79,,159,,0.3228917717933655,0.8444444537162781,
80,1.0,161,0.0,,,
80,,161,,0.36474913358688354,0.8333333134651184,
81,1.0,163,0.0,,,
81,,163,,0.33537033200263977,0.8666666746139526,
82,1.0,165,0.0,,,
82,,165,,0.3469723165035248,0.8222222328186035,
83,1.0,167,0.0,,,
83,,167,,0.3663056790828705,0.855555534362793,
84,1.0,169,0.0,,,
84,,169,,0.3348129987716675,0.8111110925674438,
85,1.0,171,0.0,,,
85,,171,,0.37921687960624695,0.8444444537162781,
86,1.0,173,0.0,,,
86,,173,,0.3170025646686554,0.8333333134651184,
87,1.0,175,0.0,,,
87,,175,,0.33545753359794617,0.8333333134651184,
88,1.0,177,0.0,,,
88,,177,,0.32748520374298096,0.8333333134651184,
89,1.0,179,0.0,,,
89,,179,,0.3756208121776581,0.8222222328186035,
90,1.0,181,0.0,,,
90,,181,,0.3544614613056183,0.855555534362793,
91,1.0,183,0.0,,,
91,,183,,0.3360934555530548,0.8333333134651184,
92,1.0,185,0.0,,,
92,,185,,0.3068991005420685,0.8444444537162781,
93,1.0,187,0.0,,,
93,,187,,0.33240845799446106,0.8444444537162781,
94,1.0,189,0.0,,,
94,,189,,0.394753098487854,0.8111110925674438,
95,1.0,191,0.0,,,
95,,191,,0.3600245714187622,0.855555534362793,
96,1.0,193,0.0,,,
96,,193,,0.4084215462207794,0.8111110925674438,
97,1.0,195,0.0,,,
97,,195,,0.34946495294570923,0.800000011920929,
98,1.0,197,0.0,,,
98,,197,,0.3243040442466736,0.8444444537162781,
99,1.0,199,0.0,,,
99,,199,,0.3285415470600128,0.8666666746139526,
100,1.0,201,0.0,,,
100,,201,,0.34558194875717163,0.8444444537162781,
101,1.0,203,0.0,,,
101,,203,,0.3454866409301758,0.855555534362793,
102,1.0,205,0.0,,,
102,,205,,0.33395302295684814,0.8111110925674438,
103,1.0,207,0.0,,,
103,,207,,0.3294650912284851,0.8666666746139526,
104,1.0,209,0.0,,,
104,,209,,0.3577558696269989,0.8444444537162781,
105,1.0,211,0.0,,,
105,,211,,0.32391393184661865,0.8666666746139526,
106,1.0,213,0.0,,,
106,,213,,0.34194284677505493,0.8444444537162781,
107,1.0,215,0.0,,,
107,,215,,0.34538504481315613,0.8444444537162781,
108,1.0,217,0.0,,,
108,,217,,0.3522510528564453,0.8333333134651184,
109,1.0,219,0.0,,,
109,,219,,0.3509393036365509,0.8444444537162781,
110,1.0,221,0.0,,,
110,,221,,0.31050053238868713,0.8999999761581421,
111,1.0,223,0.0,,,
111,,223,,0.3465520739555359,0.8444444537162781,
112,1.0,225,0.0,,,
112,,225,,0.30628886818885803,0.855555534362793,
113,1.0,227,0.0,,,
113,,227,,0.3267865478992462,0.8222222328186035,
114,1.0,229,0.0,,,
114,,229,,0.2920585572719574,0.8666666746139526,
115,1.0,231,0.0,,,
115,,231,,0.3310179114341736,0.855555534362793,
116,1.0,233,0.0,,,
116,,233,,0.3755326271057129,0.8444444537162781,
117,1.0,235,0.0,,,
117,,235,,0.35506483912467957,0.8111110925674438,
118,1.0,237,0.0,,,
118,,237,,0.3488035202026367,0.855555534362793,
119,1.0,239,0.0,,,
119,,239,,0.3961237072944641,0.8444444537162781,
120,1.0,241,0.0,,,
120,,241,,0.33048611879348755,0.8666666746139526,
121,1.0,243,0.0,,,
121,,243,,0.3809642791748047,0.8111110925674438,
122,1.0,245,0.0,,,
122,,245,,0.3340582847595215,0.8222222328186035,
123,1.0,247,0.0,,,
123,,247,,0.32636356353759766,0.8444444537162781,
124,1.0,249,0.0,,,
124,,249,,0.3639945089817047,0.8111110925674438,
125,1.0,251,0.0,,,
125,,251,,0.3322511911392212,0.855555534362793,
126,1.0,253,0.0,,,
126,,253,,0.3377513885498047,0.8444444537162781,
127,1.0,255,0.0,,,
127,,255,,0.31418800354003906,0.8444444537162781,
128,1.0,257,0.0,,,
128,,257,,0.329545259475708,0.855555534362793,
129,1.0,259,0.0,,,
129,,259,,0.3492922782897949,0.8444444537162781,
130,1.0,261,0.0,,,
130,,261,,0.339744508266449,0.8222222328186035,
131,1.0,263,0.0,,,
131,,263,,0.33271557092666626,0.8444444537162781,
132,1.0,265,0.0,,,
132,,265,,0.3418174684047699,0.8444444537162781,
133,1.0,267,0.0,,,
133,,267,,0.33570578694343567,0.855555534362793,
134,1.0,269,0.0,,,
134,,269,,0.31559228897094727,0.8666666746139526,
135,1.0,271,0.0,,,
135,,271,,0.3523908257484436,0.8444444537162781,
136,1.0,273,0.0,,,
136,,273,,0.315610408782959,0.8444444537162781,
137,1.0,275,0.0,,,
137,,275,,0.38299041986465454,0.8444444537162781,
138,1.0,277,0.0,,,
138,,277,,0.31418174505233765,0.8777777552604675,
139,1.0,279,0.0,,,
139,,279,,0.35620832443237305,0.8222222328186035,
140,1.0,281,0.0,,,
140,,281,,0.3294042646884918,0.8333333134651184,
141,1.0,283,0.0,,,
141,,283,,0.32499420642852783,0.8777777552604675,
142,1.0,285,0.0,,,
142,,285,,0.3505951762199402,0.8444444537162781,
143,1.0,287,0.0,,,
143,,287,,0.3521467447280884,0.8222222328186035,
144,1.0,289,0.0,,,
144,,289,,0.32890188694000244,0.800000011920929,
145,1.0,291,0.0,,,
145,,291,,0.332500159740448,0.8444444537162781,
146,1.0,293,0.0,,,
146,,293,,0.3112764060497284,0.8333333134651184,
147,1.0,295,0.0,,,
147,,295,,0.3240673542022705,0.855555534362793,
148,1.0,297,0.0,,,
148,,297,,0.35984519124031067,0.8333333134651184,
149,1.0,299,0.0,,,
149,,299,,0.29100072383880615,0.8666666746139526,
150,1.0,301,0.0,,,
150,,301,,0.30844247341156006,0.8666666746139526,
151,1.0,303,0.0,,,
151,,303,,0.3131656348705292,0.855555534362793,
152,1.0,305,0.0,,,
152,,305,,0.3659641146659851,0.8333333134651184,
153,1.0,307,0.0,,,
153,,307,,0.3748876452445984,0.7888888716697693,
154,1.0,309,0.0,,,
154,,309,,0.3762151598930359,0.8444444537162781,
155,1.0,311,0.0,,,
155,,311,,0.3601246178150177,0.8444444537162781,
156,1.0,313,0.0,,,
156,,313,,0.3614458441734314,0.8222222328186035,
157,1.0,315,0.0,,,
157,,315,,0.3665951192378998,0.8111110925674438,
158,1.0,317,0.0,,,
158,,317,,0.36104199290275574,0.855555534362793,
159,1.0,319,0.0,,,
159,,319,,0.3545480966567993,0.8666666746139526,
160,1.0,321,0.0,,,
160,,321,,0.29997676610946655,0.855555534362793,
161,1.0,323,0.0,,,
161,,323,,0.33031126856803894,0.855555534362793,
162,1.0,325,0.0,,,
162,,325,,0.3749921917915344,0.8333333134651184,
163,1.0,327,0.0,,,
163,,327,,0.3102779984474182,0.8222222328186035,
164,1.0,329,0.0,,,
164,,329,,0.33399975299835205,0.8444444537162781,
165,1.0,331,0.0,,,
165,,331,,0.3108386993408203,0.8444444537162781,
166,1.0,333,0.0,,,
166,,333,,0.33077308535575867,0.8444444537162781,
167,1.0,335,0.0,,,
167,,335,,0.33844077587127686,0.8666666746139526,
168,1.0,337,0.0,,,
168,,337,,0.34171611070632935,0.8777777552604675,
169,1.0,339,0.0,,,
169,,339,,0.33373674750328064,0.8222222328186035,
170,1.0,341,0.0,,,
170,,341,,0.2872796058654785,0.8777777552604675,
171,1.0,343,0.0,,,
171,,343,,0.3163841962814331,0.855555534362793,
172,1.0,345,0.0,,,
172,,345,,0.32253366708755493,0.8666666746139526,
173,1.0,347,0.0,,,
173,,347,,0.33076196908950806,0.8333333134651184,
174,1.0,349,0.0,,,
174,,349,,0.3568720519542694,0.8111110925674438,
175,1.0,351,0.0,,,
175,,351,,0.30538320541381836,0.8666666746139526,
176,1.0,353,0.0,,,
176,,353,,0.29862603545188904,0.855555534362793,
177,1.0,355,0.0,,,
177,,355,,0.29786619544029236,0.8777777552604675,
178,1.0,357,0.0,,,
178,,357,,0.3362295925617218,0.8333333134651184,
179,1.0,359,0.0,,,
179,,359,,0.3046864867210388,0.8777777552604675,
180,1.0,361,0.0,,,
180,,361,,0.3183189928531647,0.855555534362793,
181,1.0,363,0.0,,,
181,,363,,0.2849670946598053,0.855555534362793,
182,1.0,365,0.0,,,
182,,365,,0.2716946601867676,0.8666666746139526,
183,1.0,367,0.0,,,
183,,367,,0.3245268166065216,0.8444444537162781,
184,1.0,369,0.0,,,
184,,369,,0.37794727087020874,0.8444444537162781,
185,1.0,371,0.0,,,
185,,371,,0.31382593512535095,0.8888888955116272,
186,1.0,373,0.0,,,
186,,373,,0.32821568846702576,0.855555534362793,
187,1.0,375,0.0,,,
187,,375,,0.35727688670158386,0.8333333134651184,
188,1.0,377,0.0,,,
188,,377,,0.3413279950618744,0.8444444537162781,
189,1.0,379,0.0,,,
189,,379,,0.2791708707809448,0.8999999761581421,
190,1.0,381,0.0,,,
190,,381,,0.3598342537879944,0.8333333134651184,
191,1.0,383,0.0,,,
191,,383,,0.3375203311443329,0.855555534362793,
192,1.0,385,0.0,,,
192,,385,,0.3745231330394745,0.8222222328186035,
193,1.0,387,0.0,,,
193,,387,,0.3177162706851959,0.8333333134651184,
194,1.0,389,0.0,,,
194,,389,,0.3289341926574707,0.8333333134651184,
195,1.0,391,0.0,,,
195,,391,,0.29435399174690247,0.8666666746139526,
196,1.0,393,0.0,,,
196,,393,,0.3148971498012543,0.8666666746139526,
197,1.0,395,0.0,,,
197,,395,,0.31397193670272827,0.855555534362793,
198,1.0,397,0.0,,,
198,,397,,0.3437815308570862,0.800000011920929,
199,1.0,399,0.0,,,
199,,399,,0.2828999161720276,0.8444444537162781,
200,,400,,,,0.7666666507720947
200,,400,,,,1.0
