val_acc,epoch,step,val_loss,train_acc,train_loss,test_acc
0.7111111283302307,33,67,0.5637736320495605,,,
,33,67,,0.7666666507720947,0.5595159530639648,
0.6888889074325562,34,69,0.5717259049415588,,,
,34,69,,0.7555555701255798,0.5267947912216187,
0.6888889074325562,35,71,0.5624760389328003,,,
,35,71,,0.7444444298744202,0.5319312214851379,
0.7777777910232544,36,73,0.5455010533332825,,,
,36,73,,0.7444444298744202,0.5612216591835022,
0.7777777910232544,37,75,0.5382884740829468,,,
,37,75,,0.7888888716697693,0.5079027414321899,
0.6666666865348816,38,77,0.6057945489883423,,,
,38,77,,0.7222222089767456,0.5462870001792908,
0.6666666865348816,39,79,0.5677766799926758,,,
,39,79,,0.7222222089767456,0.5383437275886536,
0.7555555701255798,40,81,0.5226880311965942,,,
,40,81,,0.7666666507720947,0.5090124607086182,
0.7111111283302307,41,83,0.5203351378440857,,,
,41,83,,0.7555555701255798,0.4931502938270569,
0.7777777910232544,42,85,0.5033926367759705,,,
,42,85,,0.7666666507720947,0.4480213224887848,
0.6666666865348816,43,87,0.5438441038131714,,,
,43,87,,0.7777777910232544,0.46881893277168274,
0.7555555701255798,44,89,0.4970695972442627,,,
,44,89,,0.7444444298744202,0.4746342897415161,
0.7555555701255798,45,91,0.4935850501060486,,,
,45,91,,0.8111110925674438,0.47159838676452637,
0.7111111283302307,46,93,0.5373044013977051,,,
,46,93,,0.8222222328186035,0.44659125804901123,
0.7333333492279053,47,95,0.46979108452796936,,,
,47,95,,0.7777777910232544,0.49377554655075073,
0.7555555701255798,48,97,0.4805779755115509,,,
,48,97,,0.800000011920929,0.47699615359306335,
0.7777777910232544,49,99,0.45129305124282837,,,
,49,99,,0.7666666507720947,0.4418022036552429,
0.7555555701255798,50,101,0.5080975890159607,,,
,50,101,,0.7333333492279053,0.5277454257011414,
0.6888889074325562,51,103,0.5758773684501648,,,
,51,103,,0.800000011920929,0.4757254719734192,
0.7111111283302307,52,105,0.48242416977882385,,,
,52,105,,0.7666666507720947,0.46125298738479614,
0.7555555701255798,53,107,0.4749048948287964,,,
,53,107,,0.7333333492279053,0.497848242521286,
0.6888889074325562,54,109,0.570347249507904,,,
,54,109,,0.7777777910232544,0.45823660492897034,
0.800000011920929,55,111,0.4614543914794922,,,
,55,111,,0.7666666507720947,0.5012516975402832,
0.7777777910232544,56,113,0.4628506600856781,,,
,56,113,,0.800000011920929,0.43340864777565,
0.7555555701255798,57,115,0.48825904726982117,,,
,57,115,,0.7555555701255798,0.46116846799850464,
0.7555555701255798,58,117,0.45570245385169983,,,
,58,117,,0.8111110925674438,0.435210257768631,
0.7333333492279053,59,119,0.4949970543384552,,,
,59,119,,0.7888888716697693,0.478271484375,
0.7111111283302307,60,121,0.547709047794342,,,
,60,121,,0.7777777910232544,0.44966650009155273,
0.8222222328186035,61,123,0.44315457344055176,,,
,61,123,,0.8111110925674438,0.3910127282142639,
0.7777777910232544,62,125,0.44022849202156067,,,
,62,125,,0.7555555701255798,0.47299593687057495,
0.7333333492279053,63,127,0.5228368043899536,,,
,63,127,,0.7555555701255798,0.5171167850494385,
0.7777777910232544,64,129,0.44588109850883484,,,
,64,129,,0.8111110925674438,0.4416656196117401,
0.7555555701255798,65,131,0.4559192359447479,,,
,65,131,,0.7777777910232544,0.4661683738231659,
0.7333333492279053,66,133,0.5197515487670898,,,
,66,133,,0.800000011920929,0.4285892844200134,
0.7555555701255798,67,135,0.5067031979560852,,,
,67,135,,0.8111110925674438,0.444781631231308,
0.7777777910232544,68,137,0.44685226678848267,,,
,68,137,,0.800000011920929,0.41373544931411743,
0.7777777910232544,69,139,0.4450099468231201,,,
,69,139,,0.7333333492279053,0.4356115460395813,
0.7555555701255798,70,141,0.4871005713939667,,,
,70,141,,0.8111110925674438,0.41710907220840454,
0.7777777910232544,71,143,0.4638288617134094,,,
,71,143,,0.8111110925674438,0.42249596118927,
0.7555555701255798,72,145,0.44696861505508423,,,
,72,145,,0.8222222328186035,0.4704522490501404,
0.7777777910232544,73,147,0.46868064999580383,,,
,73,147,,0.800000011920929,0.4052544832229614,
0.7333333492279053,74,149,0.5149845480918884,,,
,74,149,,0.7666666507720947,0.40192073583602905,
0.7777777910232544,75,151,0.4487514793872833,,,
,75,151,,0.800000011920929,0.4319669008255005,
0.7333333492279053,76,153,0.4479282796382904,,,
,76,153,,0.7666666507720947,0.4258003234863281,
0.7777777910232544,77,155,0.46828940510749817,,,
,77,155,,0.8111110925674438,0.39175063371658325,
0.7777777910232544,78,157,0.5055900812149048,,,
,78,157,,0.7777777910232544,0.41332313418388367,
0.7777777910232544,79,159,0.4412328004837036,,,
,79,159,,0.7777777910232544,0.4599013328552246,
0.7777777910232544,80,161,0.44051411747932434,,,
,80,161,,0.7888888716697693,0.45138558745384216,
0.7777777910232544,81,163,0.49822378158569336,,,
,81,163,,0.8111110925674438,0.3873610496520996,
0.7777777910232544,82,165,0.4513968527317047,,,
,82,165,,0.8111110925674438,0.4397929012775421,
0.7333333492279053,83,167,0.4591687023639679,,,
,83,167,,0.8222222328186035,0.42124027013778687,
0.7777777910232544,84,169,0.43586960434913635,,,
,84,169,,0.7444444298744202,0.46543261408805847,
0.7777777910232544,85,171,0.4747253358364105,,,
,85,171,,0.8222222328186035,0.42419034242630005,
0.7333333492279053,86,173,0.4361925721168518,,,
,86,173,,0.8111110925674438,0.434018611907959,
0.7333333492279053,87,175,0.44181305170059204,,,
,87,175,,0.800000011920929,0.41867348551750183,
0.800000011920929,88,177,0.46430158615112305,,,
,88,177,,0.7555555701255798,0.4624752402305603,
0.7777777910232544,89,179,0.44532859325408936,,,
,89,179,,0.800000011920929,0.49706295132637024,
0.7111111283302307,90,181,0.44689422845840454,,,
,90,181,,0.8111110925674438,0.4352646768093109,
0.800000011920929,91,183,0.4496908485889435,,,
,91,183,,0.800000011920929,0.4221896827220917,
0.7777777910232544,92,185,0.47172749042510986,,,
,92,185,,0.800000011920929,0.4089461863040924,
0.7555555701255798,93,187,0.43547794222831726,,,
,93,187,,0.800000011920929,0.4167630076408386,
0.7777777910232544,94,189,0.4393830895423889,,,
,94,189,,0.7888888716697693,0.48645561933517456,
0.6888889074325562,95,191,0.6124649047851562,,,
,95,191,,0.8222222328186035,0.40555310249328613,
0.7777777910232544,96,193,0.45901256799697876,,,
,96,193,,0.7555555701255798,0.5166458487510681,
0.7555555701255798,97,195,0.46201834082603455,,,
,97,195,,0.7666666507720947,0.4415389895439148,
0.7777777910232544,98,197,0.45341458916664124,,,
,98,197,,0.8111110925674438,0.41851508617401123,
0.6888889074325562,99,199,0.596834123134613,,,
,99,199,,0.8222222328186035,0.4409186840057373,
0.7777777910232544,100,201,0.4462008476257324,,,
,100,201,,0.7888888716697693,0.47304996848106384,
0.7111111283302307,101,203,0.4625105857849121,,,
,101,203,,0.7777777910232544,0.40672674775123596,
0.7555555701255798,102,205,0.4391365945339203,,,
,102,205,,0.7111111283302307,0.4781910479068756,
0.6888889074325562,103,207,0.5954015254974365,,,
,103,207,,0.800000011920929,0.4152928590774536,
0.7777777910232544,104,209,0.5030402541160583,,,
,104,209,,0.7777777910232544,0.4825386106967926,
0.7333333492279053,105,211,0.4589061439037323,,,
,105,211,,0.8111110925674438,0.43480172753334045,
0.7333333492279053,106,213,0.4471948444843292,,,
,106,213,,0.8333333134651184,0.4467674195766449,
0.7111111283302307,107,215,0.536017119884491,,,
,107,215,,0.8111110925674438,0.42169609665870667,
0.7777777910232544,108,217,0.48427391052246094,,,
,108,217,,0.7888888716697693,0.4722804129123688,
0.7333333492279053,109,219,0.4534202516078949,,,
,109,219,,0.8111110925674438,0.4053860008716583,
0.7555555701255798,110,221,0.44616571068763733,,,
,110,221,,0.8111110925674438,0.43160662055015564,
0.7777777910232544,111,223,0.4774390459060669,,,
,111,223,,0.8333333134651184,0.43046608567237854,
0.7555555701255798,112,225,0.5015122294425964,,,
,112,225,,0.8111110925674438,0.408387154340744,
0.7777777910232544,113,227,0.44970470666885376,,,
,113,227,,0.8111110925674438,0.41419920325279236,
0.7777777910232544,114,229,0.43883082270622253,,,
,114,229,,0.8444444537162781,0.38503527641296387,
0.7777777910232544,115,231,0.4555114805698395,,,
,115,231,,0.8333333134651184,0.4113394021987915,
0.7777777910232544,116,233,0.46309781074523926,,,
,116,233,,0.8333333134651184,0.4113866984844208,
0.800000011920929,117,235,0.4441737234592438,,,
,117,235,,0.8444444537162781,0.37117305397987366,
0.7777777910232544,118,237,0.4442176818847656,,,
,118,237,,0.800000011920929,0.39905112981796265,
0.7777777910232544,119,239,0.4371166527271271,,,
,119,239,,0.8111110925674438,0.3968193531036377,
0.7777777910232544,120,241,0.4445747435092926,,,
,120,241,,0.8222222328186035,0.3854476511478424,
0.7777777910232544,121,243,0.46213722229003906,,,
,121,243,,0.8222222328186035,0.4219490587711334,
0.7777777910232544,122,245,0.43267086148262024,,,
,122,245,,0.800000011920929,0.38874757289886475,
0.7555555701255798,123,247,0.4373359978199005,,,
,123,247,,0.800000011920929,0.4139821231365204,
0.7777777910232544,124,249,0.4483303427696228,,,
,124,249,,0.8111110925674438,0.426763653755188,
0.7777777910232544,125,251,0.48805564641952515,,,
,125,251,,0.8222222328186035,0.3969041705131531,
0.800000011920929,126,253,0.4428374767303467,,,
,126,253,,0.800000011920929,0.4255818724632263,
0.7777777910232544,127,255,0.43171873688697815,,,
,127,255,,0.8222222328186035,0.3643960654735565,
0.7777777910232544,128,257,0.4347972571849823,,,
,128,257,,0.800000011920929,0.42927563190460205,
0.7777777910232544,129,259,0.4440605938434601,,,
,129,259,,0.8222222328186035,0.36421340703964233,
0.7777777910232544,130,261,0.44100892543792725,,,
,130,261,,0.8333333134651184,0.3891158998012543,
0.7777777910232544,131,263,0.4462929964065552,,,
,131,263,,0.855555534362793,0.37665659189224243,
0.7555555701255798,132,265,0.5366290807723999,,,
,132,265,,0.7888888716697693,0.4116397500038147,
0.7777777910232544,133,267,0.49224284291267395,,,
,133,267,,0.8222222328186035,0.43486934900283813,
0.7111111283302307,134,269,0.4596249461174011,,,
,134,269,,0.8111110925674438,0.40043768286705017,
0.7333333492279053,135,271,0.44490763545036316,,,
,135,271,,0.800000011920929,0.4747959077358246,
0.7111111283302307,136,273,0.6186384558677673,,,
,136,273,,0.800000011920929,0.3882691264152527,
0.7555555701255798,137,275,0.5615662336349487,,,
,137,275,,0.7777777910232544,0.511358380317688,
0.7333333492279053,138,277,0.44223886728286743,,,
,138,277,,0.8444444537162781,0.3925008475780487,
0.7333333492279053,139,279,0.45843082666397095,,,
,139,279,,0.7777777910232544,0.42665091156959534,
0.7777777910232544,140,281,0.4693242311477661,,,
,140,281,,0.7888888716697693,0.45006251335144043,
0.7777777910232544,141,283,0.501444935798645,,,
,141,283,,0.8444444537162781,0.38630929589271545,
0.7777777910232544,142,285,0.43436846137046814,,,
,142,285,,0.800000011920929,0.43556684255599976,
0.7777777910232544,143,287,0.43730247020721436,,,
,143,287,,0.8333333134651184,0.4213224947452545,
0.800000011920929,144,289,0.4442140460014343,,,
,144,289,,0.7888888716697693,0.40299633145332336,
0.7777777910232544,145,291,0.48271968960762024,,,
,145,291,,0.8222222328186035,0.39199143648147583,
0.7777777910232544,146,293,0.46760094165802,,,
,146,293,,0.8111110925674438,0.3984268605709076,
0.7777777910232544,147,295,0.4398066997528076,,,
,147,295,,0.8222222328186035,0.39333534240722656,
0.7333333492279053,148,297,0.4511229991912842,,,
,148,297,,0.800000011920929,0.43572553992271423,
0.7777777910232544,149,299,0.4607087969779968,,,
,149,299,,0.8444444537162781,0.3977371156215668,
0.7777777910232544,150,301,0.5121821165084839,,,
,150,301,,0.855555534362793,0.38670748472213745,
0.7777777910232544,151,303,0.4417571723461151,,,
,151,303,,0.8222222328186035,0.36504873633384705,
0.7555555701255798,152,305,0.45225125551223755,,,
,152,305,,0.8111110925674438,0.36844727396965027,
0.7777777910232544,153,307,0.44565752148628235,,,
,153,307,,0.7777777910232544,0.4652498960494995,
0.7555555701255798,154,309,0.561275839805603,,,
,154,309,,0.855555534362793,0.39746177196502686,
0.7777777910232544,155,311,0.47215020656585693,,,
,155,311,,0.8333333134651184,0.423233300447464,
0.7111111283302307,156,313,0.46120500564575195,,,
,156,313,,0.8111110925674438,0.41428378224372864,
0.7555555701255798,157,315,0.4482092261314392,,,
,157,315,,0.7444444298744202,0.4347645938396454,
0.7555555701255798,158,317,0.5114549994468689,,,
,158,317,,0.800000011920929,0.39975619316101074,
0.7777777910232544,159,319,0.5074359178543091,,,
,159,319,,0.8333333134651184,0.42343834042549133,
0.7777777910232544,160,321,0.4445548951625824,,,
,160,321,,0.8444444537162781,0.42454808950424194,
0.7111111283302307,161,323,0.4698076546192169,,,
,161,323,,0.7888888716697693,0.3735421895980835,
0.7777777910232544,162,325,0.4428544044494629,,,
,162,325,,0.7222222089767456,0.4892522692680359,
0.7777777910232544,163,327,0.4693759083747864,,,
,163,327,,0.800000011920929,0.40805715322494507,
0.7777777910232544,164,329,0.47987595200538635,,,
,164,329,,0.8222222328186035,0.4001660645008087,
0.7777777910232544,165,331,0.43984299898147583,,,
,165,331,,0.7777777910232544,0.42547938227653503,
0.7777777910232544,166,333,0.43641549348831177,,,
,166,333,,0.7888888716697693,0.4028227627277374,
0.7777777910232544,167,335,0.43733835220336914,,,
,167,335,,0.8222222328186035,0.3834608197212219,
0.7777777910232544,168,337,0.45196232199668884,,,
,168,337,,0.7888888716697693,0.4135531187057495,
0.7777777910232544,169,339,0.46060916781425476,,,
,169,339,,0.8111110925674438,0.42560073733329773,
0.7777777910232544,170,341,0.4415122866630554,,,
,170,341,,0.8333333134651184,0.3876234292984009,
0.7777777910232544,171,343,0.4422557055950165,,,
,171,343,,0.8444444537162781,0.37946030497550964,
0.800000011920929,172,345,0.4537966847419739,,,
,172,345,,0.8444444537162781,0.3618125915527344,
0.800000011920929,173,347,0.4544210731983185,,,
,173,347,,0.7888888716697693,0.3994918465614319,
0.7555555701255798,174,349,0.4451027810573578,,,
,174,349,,0.800000011920929,0.42287513613700867,
0.7555555701255798,175,351,0.438581645488739,,,
,175,351,,0.8111110925674438,0.42582279443740845,
0.800000011920929,176,353,0.454802542924881,,,
,176,353,,0.8333333134651184,0.38221579790115356,
0.7777777910232544,177,355,0.4879770874977112,,,
,177,355,,0.855555534362793,0.3529650866985321,
0.800000011920929,178,357,0.45970913767814636,,,
,178,357,,0.800000011920929,0.4403526186943054,
0.7777777910232544,179,359,0.4341672360897064,,,
,179,359,,0.8333333134651184,0.3717493712902069,
0.7555555701255798,180,361,0.4366455376148224,,,
,180,361,,0.800000011920929,0.3953096568584442,
0.7777777910232544,181,363,0.4610787332057953,,,
,181,363,,0.8222222328186035,0.3764893412590027,
0.7777777910232544,182,365,0.44883668422698975,,,
,182,365,,0.8444444537162781,0.3467990458011627,
0.7777777910232544,183,367,0.43570759892463684,,,
,183,367,,0.8111110925674438,0.38755714893341064,
0.7777777910232544,184,369,0.4334079325199127,,,
,184,369,,0.8111110925674438,0.4208245277404785,
0.800000011920929,185,371,0.4415232241153717,,,
,185,371,,0.855555534362793,0.3715013265609741,
0.800000011920929,186,373,0.44115304946899414,,,
,186,373,,0.8666666746139526,0.37966465950012207,
0.800000011920929,187,375,0.4495347738265991,,,
,187,375,,0.8333333134651184,0.3771996796131134,
0.7777777910232544,188,377,0.43464988470077515,,,
,188,377,,0.8222222328186035,0.37523791193962097,
0.7777777910232544,189,379,0.4320734739303589,,,
,189,379,,0.8222222328186035,0.37295058369636536,
0.7777777910232544,190,381,0.43180426955223083,,,
,190,381,,0.8222222328186035,0.39485421776771545,
0.800000011920929,191,383,0.455996036529541,,,
,191,383,,0.8222222328186035,0.405166894197464,
0.7777777910232544,192,385,0.4998878538608551,,,
,192,385,,0.8333333134651184,0.3830384910106659,
0.7555555701255798,193,387,0.4335370361804962,,,
,193,387,,0.8333333134651184,0.4162130057811737,
0.7333333492279053,194,389,0.44761648774147034,,,
,194,389,,0.8111110925674438,0.3953113853931427,
0.800000011920929,195,391,0.42859750986099243,,,
,195,391,,0.8333333134651184,0.40192484855651855,
0.7777777910232544,196,393,0.4687292277812958,,,
,196,393,,0.7888888716697693,0.40548673272132874,
0.7777777910232544,197,395,0.4462757110595703,,,
,197,395,,0.8222222328186035,0.3978152871131897,
0.7777777910232544,198,397,0.4268076717853546,,,
,198,397,,0.8333333134651184,0.3732348084449768,
0.7777777910232544,199,399,0.4359956979751587,,,
,199,399,,0.800000011920929,0.34920522570610046,
,200,400,,,,0.8222222328186035
,200,400,,,,0.8222222328186035
