epoch,val_loss,val_acc,step,train_acc,train_loss,test_acc
147,0.4398066997528076,0.7777777910232544,295,,,
147,,,295,0.8222222328186035,0.39333534240722656,
148,0.45112305879592896,0.7333333492279053,297,,,
148,,,297,0.800000011920929,0.43572553992271423,
149,0.46070870757102966,0.7777777910232544,299,,,
149,,,299,0.8444444537162781,0.3977371156215668,
150,0.5121821761131287,0.7777777910232544,301,,,
150,,,301,0.855555534362793,0.3867074251174927,
151,0.4417572319507599,0.7777777910232544,303,,,
151,,,303,0.8222222328186035,0.36504876613616943,
152,0.45225122570991516,0.7555555701255798,305,,,
152,,,305,0.8111110925674438,0.36844727396965027,
153,0.4456574618816376,0.7777777910232544,307,,,
153,,,307,0.7777777910232544,0.4652498960494995,
154,0.5612757205963135,0.7555555701255798,309,,,
154,,,309,0.855555534362793,0.39746177196502686,
155,0.4721502661705017,0.7777777910232544,311,,,
155,,,311,0.8333333134651184,0.4232332408428192,
156,0.46120500564575195,0.7111111283302307,313,,,
156,,,313,0.8111110925674438,0.41428378224372864,
157,0.4482092261314392,0.7555555701255798,315,,,
157,,,315,0.7444444298744202,0.4347645938396454,
158,0.5114549398422241,0.7555555701255798,317,,,
158,,,317,0.800000011920929,0.39975619316101074,
159,0.5074359178543091,0.7777777910232544,319,,,
159,,,319,0.8333333134651184,0.42343825101852417,
160,0.4445548951625824,0.7777777910232544,321,,,
160,,,321,0.8444444537162781,0.4245481789112091,
161,0.46980759501457214,0.7111111283302307,323,,,
161,,,323,0.7888888716697693,0.3735421895980835,
162,0.4428543448448181,0.7777777910232544,325,,,
162,,,325,0.7222222089767456,0.4892521798610687,
163,0.469375878572464,0.7777777910232544,327,,,
163,,,327,0.800000011920929,0.40805715322494507,
164,0.47987595200538635,0.7777777910232544,329,,,
164,,,329,0.8222222328186035,0.4001660645008087,
165,0.4398430585861206,0.7777777910232544,331,,,
165,,,331,0.7777777910232544,0.42547935247421265,
166,0.436415433883667,0.7777777910232544,333,,,
166,,,333,0.7888888716697693,0.40282270312309265,
167,0.43733835220336914,0.7777777910232544,335,,,
167,,,335,0.8222222328186035,0.3834608197212219,
168,0.45196235179901123,0.7777777910232544,337,,,
168,,,337,0.7888888716697693,0.4135531187057495,
169,0.46060922741889954,0.7777777910232544,339,,,
169,,,339,0.8111110925674438,0.42560073733329773,
170,0.4415122866630554,0.7777777910232544,341,,,
170,,,341,0.8333333134651184,0.3876234292984009,
171,0.4422557055950165,0.7777777910232544,343,,,
171,,,343,0.8444444537162781,0.37946030497550964,
172,0.4537966549396515,0.800000011920929,345,,,
172,,,345,0.8444444537162781,0.3618125915527344,
173,0.4544210731983185,0.800000011920929,347,,,
173,,,347,0.7888888716697693,0.3994918465614319,
174,0.4451027810573578,0.7555555701255798,349,,,
174,,,349,0.800000011920929,0.42287516593933105,
175,0.4385816752910614,0.7555555701255798,351,,,
175,,,351,0.8111110925674438,0.4258228838443756,
176,0.454802542924881,0.800000011920929,353,,,
176,,,353,0.8333333134651184,0.38221579790115356,
177,0.4879770576953888,0.7777777910232544,355,,,
177,,,355,0.855555534362793,0.3529650866985321,
178,0.45970913767814636,0.800000011920929,357,,,
178,,,357,0.800000011920929,0.4403526186943054,
179,0.43416717648506165,0.7777777910232544,359,,,
179,,,359,0.8333333134651184,0.3717493712902069,
180,0.43664559721946716,0.7555555701255798,361,,,
180,,,361,0.800000011920929,0.3953096568584442,
181,0.4610786736011505,0.7777777910232544,363,,,
181,,,363,0.8222222328186035,0.3764893710613251,
182,0.4488367438316345,0.7777777910232544,365,,,
182,,,365,0.8444444537162781,0.3467990756034851,
183,0.43570759892463684,0.7777777910232544,367,,,
183,,,367,0.8111110925674438,0.38755708932876587,
184,0.4334079325199127,0.7777777910232544,369,,,
184,,,369,0.8111110925674438,0.4208245277404785,
185,0.4415232241153717,0.800000011920929,371,,,
185,,,371,0.855555534362793,0.3715013861656189,
186,0.44115304946899414,0.800000011920929,373,,,
186,,,373,0.8666666746139526,0.37966468930244446,
187,0.4495347738265991,0.800000011920929,375,,,
187,,,375,0.8333333134651184,0.3771997094154358,
188,0.43464982509613037,0.7777777910232544,377,,,
188,,,377,0.8222222328186035,0.37523791193962097,
189,0.4320734739303589,0.7777777910232544,379,,,
189,,,379,0.8222222328186035,0.3729506731033325,
190,0.43180426955223083,0.7777777910232544,381,,,
190,,,381,0.8222222328186035,0.39485421776771545,
191,0.4559960663318634,0.800000011920929,383,,,
191,,,383,0.8222222328186035,0.4051668047904968,
192,0.4998878538608551,0.7777777910232544,385,,,
192,,,385,0.8333333134651184,0.3830384910106659,
193,0.43353700637817383,0.7555555701255798,387,,,
193,,,387,0.8333333134651184,0.4162130653858185,
194,0.4476165473461151,0.7333333492279053,389,,,
194,,,389,0.8111110925674438,0.3953113853931427,
195,0.42859750986099243,0.800000011920929,391,,,
195,,,391,0.8333333134651184,0.40192484855651855,
196,0.4687292277812958,0.7777777910232544,393,,,
196,,,393,0.7888888716697693,0.40548673272132874,
197,0.4462757110595703,0.7777777910232544,395,,,
197,,,395,0.8222222328186035,0.3978152871131897,
198,0.426807701587677,0.7777777910232544,397,,,
198,,,397,0.8333333134651184,0.3732348084449768,
199,0.4359956979751587,0.7777777910232544,399,,,
199,,,399,0.800000011920929,0.34920522570610046,
200,,,400,,,0.8222222328186035
200,,,400,,,0.8222222328186035
