val_loss,val_acc,epoch,step,train_loss,train_acc,test_acc
0.4354779124259949,0.7555555701255798,93,187,,,
,,93,187,0.416763037443161,0.800000011920929,
0.4393830895423889,0.7777777910232544,94,189,,,
,,94,189,0.48645561933517456,0.7888888716697693,
0.6124648451805115,0.6888889074325562,95,191,,,
,,95,191,0.40555310249328613,0.8222222328186035,
0.4590126574039459,0.7777777910232544,96,193,,,
,,96,193,0.5166457891464233,0.7555555701255798,
0.46201834082603455,0.7555555701255798,97,195,,,
,,97,195,0.4415389895439148,0.7666666507720947,
0.45341452956199646,0.7777777910232544,98,197,,,
,,98,197,0.41851508617401123,0.8111110925674438,
0.5968340039253235,0.6888889074325562,99,199,,,
,,99,199,0.4409187436103821,0.8222222328186035,
0.4462009370326996,0.7777777910232544,100,201,,,
,,100,201,0.47304996848106384,0.7888888716697693,
0.4625105857849121,0.7111111283302307,101,203,,,
,,101,203,0.4067267179489136,0.7777777910232544,
0.4391365945339203,0.7555555701255798,102,205,,,
,,102,205,0.478191077709198,0.7111111283302307,
0.595401406288147,0.6888889074325562,103,207,,,
,,103,207,0.4152928590774536,0.800000011920929,
0.5030403137207031,0.7777777910232544,104,209,,,
,,104,209,0.4825385510921478,0.7777777910232544,
0.4589061439037323,0.7333333492279053,105,211,,,
,,105,211,0.43480172753334045,0.8111110925674438,
0.4471948444843292,0.7333333492279053,106,213,,,
,,106,213,0.4467673897743225,0.8333333134651184,
0.536017119884491,0.7111111283302307,107,215,,,
,,107,215,0.42169612646102905,0.8111110925674438,
0.4842739403247833,0.7777777910232544,108,217,,,
,,108,217,0.4722803831100464,0.7888888716697693,
0.45342016220092773,0.7333333492279053,109,219,,,
,,109,219,0.4053860008716583,0.8111110925674438,
0.44616571068763733,0.7555555701255798,110,221,,,
,,110,221,0.43160662055015564,0.8111110925674438,
0.4774390459060669,0.7777777910232544,111,223,,,
,,111,223,0.43046608567237854,0.8333333134651184,
0.5015122890472412,0.7555555701255798,112,225,,,
,,112,225,0.408387154340744,0.8111110925674438,
0.44970470666885376,0.7777777910232544,113,227,,,
,,113,227,0.41419920325279236,0.8111110925674438,
0.43883082270622253,0.7777777910232544,114,229,,,
,,114,229,0.38503527641296387,0.8444444537162781,
0.4555114805698395,0.7777777910232544,115,231,,,
,,115,231,0.4113394021987915,0.8333333134651184,
0.46309781074523926,0.7777777910232544,116,233,,,
,,116,233,0.4113866686820984,0.8333333134651184,
0.4441737234592438,0.800000011920929,117,235,,,
,,117,235,0.37117302417755127,0.8444444537162781,
0.4442176818847656,0.7777777910232544,118,237,,,
,,118,237,0.39905107021331787,0.800000011920929,
0.4371166527271271,0.7777777910232544,119,239,,,
,,119,239,0.3968193531036377,0.8111110925674438,
0.4445747435092926,0.7777777910232544,120,241,,,
,,120,241,0.3854476511478424,0.8222222328186035,
0.46213725209236145,0.7777777910232544,121,243,,,
,,121,243,0.4219490885734558,0.8222222328186035,
0.43267086148262024,0.7777777910232544,122,245,,,
,,122,245,0.38874757289886475,0.800000011920929,
0.4373359978199005,0.7555555701255798,123,247,,,
,,123,247,0.413982093334198,0.800000011920929,
0.4483303129673004,0.7777777910232544,124,249,,,
,,124,249,0.426763653755188,0.8111110925674438,
0.48805564641952515,0.7777777910232544,125,251,,,
,,125,251,0.3969041705131531,0.8222222328186035,
0.44283753633499146,0.800000011920929,126,253,,,
,,126,253,0.4255818724632263,0.800000011920929,
0.43171873688697815,0.7777777910232544,127,255,,,
,,127,255,0.3643960654735565,0.8222222328186035,
0.4347972571849823,0.7777777910232544,128,257,,,
,,128,257,0.42927563190460205,0.800000011920929,
0.4440605938434601,0.7777777910232544,129,259,,,
,,129,259,0.36421340703964233,0.8222222328186035,
0.441008985042572,0.7777777910232544,130,261,,,
,,130,261,0.3891158998012543,0.8333333134651184,
0.44629305601119995,0.7777777910232544,131,263,,,
,,131,263,0.37665659189224243,0.855555534362793,
0.5366290807723999,0.7555555701255798,132,265,,,
,,132,265,0.4116397500038147,0.7888888716697693,
0.49224284291267395,0.7777777910232544,133,267,,,
,,133,267,0.4348693788051605,0.8222222328186035,
0.4596249759197235,0.7111111283302307,134,269,,,
,,134,269,0.4004376232624054,0.8111110925674438,
0.44490763545036316,0.7333333492279053,135,271,,,
,,135,271,0.47479596734046936,0.800000011920929,
0.6186384558677673,0.7111111283302307,136,273,,,
,,136,273,0.3882691264152527,0.800000011920929,
0.5615662336349487,0.7555555701255798,137,275,,,
,,137,275,0.511358380317688,0.7777777910232544,
0.44223883748054504,0.7333333492279053,138,277,,,
,,138,277,0.3925008177757263,0.8444444537162781,
0.45843082666397095,0.7333333492279053,139,279,,,
,,139,279,0.4266509711742401,0.7777777910232544,
0.4693242311477661,0.7777777910232544,140,281,,,
,,140,281,0.4500625729560852,0.7888888716697693,
0.501444935798645,0.7777777910232544,141,283,,,
,,141,283,0.3863093852996826,0.8444444537162781,
0.4343685209751129,0.7777777910232544,142,285,,,
,,142,285,0.435566782951355,0.800000011920929,
0.43730252981185913,0.7777777910232544,143,287,,,
,,143,287,0.42132246494293213,0.8333333134651184,
0.4442140460014343,0.800000011920929,144,289,,,
,,144,289,0.40299633145332336,0.7888888716697693,
0.48271963000297546,0.7777777910232544,145,291,,,
,,145,291,0.39199143648147583,0.8222222328186035,
0.4676010012626648,0.7777777910232544,146,293,,,
,,146,293,0.3984268605709076,0.8111110925674438,
0.43980666995048523,0.7777777910232544,147,295,,,
,,147,295,0.39333537220954895,0.8222222328186035,
0.4511229991912842,0.7333333492279053,148,297,,,
,,148,297,0.43572548031806946,0.800000011920929,
0.46070870757102966,0.7777777910232544,149,299,,,
,,149,299,0.3977371156215668,0.8444444537162781,
0.5121821761131287,0.7777777910232544,150,301,,,
,,150,301,0.3867074251174927,0.855555534362793,
0.4417572021484375,0.7777777910232544,151,303,,,
,,151,303,0.36504876613616943,0.8222222328186035,
0.45225125551223755,0.7555555701255798,152,305,,,
,,152,305,0.36844727396965027,0.8111110925674438,
0.4456574618816376,0.7777777910232544,153,307,,,
,,153,307,0.4652499258518219,0.7777777910232544,
0.561275839805603,0.7555555701255798,154,309,,,
,,154,309,0.39746177196502686,0.855555534362793,
0.4721502959728241,0.7777777910232544,155,311,,,
,,155,311,0.423233300447464,0.8333333134651184,
0.46120500564575195,0.7111111283302307,156,313,,,
,,156,313,0.41428378224372864,0.8111110925674438,
0.4482092261314392,0.7555555701255798,157,315,,,
,,157,315,0.434764564037323,0.7444444298744202,
0.5114549994468689,0.7555555701255798,158,317,,,
,,158,317,0.39975619316101074,0.800000011920929,
0.5074359774589539,0.7777777910232544,159,319,,,
,,159,319,0.42343834042549133,0.8333333134651184,
0.4445548951625824,0.7777777910232544,160,321,,,
,,160,321,0.42454811930656433,0.8444444537162781,
0.46980759501457214,0.7111111283302307,161,323,,,
,,161,323,0.3735421597957611,0.7888888716697693,
0.4428544044494629,0.7777777910232544,162,325,,,
,,162,325,0.4892521798610687,0.7222222089767456,
0.469375878572464,0.7777777910232544,163,327,,,
,,163,327,0.40805718302726746,0.800000011920929,
0.47987595200538635,0.7777777910232544,164,329,,,
,,164,329,0.4001660645008087,0.8222222328186035,
0.43984299898147583,0.7777777910232544,165,331,,,
,,165,331,0.42547938227653503,0.7777777910232544,
0.43641552329063416,0.7777777910232544,166,333,,,
,,166,333,0.40282270312309265,0.7888888716697693,
0.43733835220336914,0.7777777910232544,167,335,,,
,,167,335,0.3834608197212219,0.8222222328186035,
0.45196232199668884,0.7777777910232544,168,337,,,
,,168,337,0.4135531187057495,0.7888888716697693,
0.46060922741889954,0.7777777910232544,169,339,,,
,,169,339,0.42560073733329773,0.8111110925674438,
0.4415122866630554,0.7777777910232544,170,341,,,
,,170,341,0.3876234292984009,0.8333333134651184,
0.4422556459903717,0.7777777910232544,171,343,,,
,,171,343,0.37946030497550964,0.8444444537162781,
0.4537966847419739,0.800000011920929,172,345,,,
,,172,345,0.3618125915527344,0.8444444537162781,
0.45442110300064087,0.800000011920929,173,347,,,
,,173,347,0.3994918465614319,0.7888888716697693,
0.4451027810573578,0.7555555701255798,174,349,,,
,,174,349,0.42287516593933105,0.800000011920929,
0.4385816752910614,0.7555555701255798,175,351,,,
,,175,351,0.42582282423973083,0.8111110925674438,
0.454802542924881,0.800000011920929,176,353,,,
,,176,353,0.38221579790115356,0.8333333134651184,
0.487976998090744,0.7777777910232544,177,355,,,
,,177,355,0.35296502709388733,0.855555534362793,
0.45970916748046875,0.800000011920929,178,357,,,
,,178,357,0.4403526186943054,0.800000011920929,
0.43416717648506165,0.7777777910232544,179,359,,,
,,179,359,0.3717493712902069,0.8333333134651184,
0.43664559721946716,0.7555555701255798,180,361,,,
,,180,361,0.3953096270561218,0.800000011920929,
0.4610786437988281,0.7777777910232544,181,363,,,
,,181,363,0.3764893412590027,0.8222222328186035,
0.4488367736339569,0.7777777910232544,182,365,,,
,,182,365,0.3467990458011627,0.8444444537162781,
0.43570762872695923,0.7777777910232544,183,367,,,
,,183,367,0.38755714893341064,0.8111110925674438,
0.4334079325199127,0.7777777910232544,184,369,,,
,,184,369,0.4208245277404785,0.8111110925674438,
0.4415231943130493,0.800000011920929,185,371,,,
,,185,371,0.3715013265609741,0.855555534362793,
0.44115304946899414,0.800000011920929,186,373,,,
,,186,373,0.37966465950012207,0.8666666746139526,
0.4495347738265991,0.800000011920929,187,375,,,
,,187,375,0.3771996796131134,0.8333333134651184,
0.43464982509613037,0.7777777910232544,188,377,,,
,,188,377,0.37523791193962097,0.8222222328186035,
0.4320734739303589,0.7777777910232544,189,379,,,
,,189,379,0.37295058369636536,0.8222222328186035,
0.43180426955223083,0.7777777910232544,190,381,,,
,,190,381,0.39485421776771545,0.8222222328186035,
0.4559960961341858,0.800000011920929,191,383,,,
,,191,383,0.4051668345928192,0.8222222328186035,
0.4998878538608551,0.7777777910232544,192,385,,,
,,192,385,0.3830384910106659,0.8333333134651184,
0.43353694677352905,0.7555555701255798,193,387,,,
,,193,387,0.4162130653858185,0.8333333134651184,
0.4476165771484375,0.7333333492279053,194,389,,,
,,194,389,0.3953113853931427,0.8111110925674438,
0.42859750986099243,0.800000011920929,195,391,,,
,,195,391,0.40192490816116333,0.8333333134651184,
0.4687292277812958,0.7777777910232544,196,393,,,
,,196,393,0.40548673272132874,0.7888888716697693,
0.4462756812572479,0.7777777910232544,197,395,,,
,,197,395,0.3978152871131897,0.8222222328186035,
0.4268076717853546,0.7777777910232544,198,397,,,
,,198,397,0.3732348680496216,0.8333333134651184,
0.4359956979751587,0.7777777910232544,199,399,,,
,,199,399,0.3492051959037781,0.800000011920929,
,,200,400,,,0.8222222328186035
,,200,400,,,0.8222222328186035
